owner_id;mode;vehicle_id;type_id;critair;technology;age;euro
45803;car;45803:car;default_car;Crit'air 1;Gazole;0;6
49981;car;49981:car;default_car;Crit'air 1;Gazole;0;6
50059;car;50059:car;default_car;Crit'air 1;Gazole;0;6
50500;car;50500:car;default_car;Crit'air 1;Gazole;0;6
50501;car;50501:car;default_car;Crit'air 1;Gazole;0;6
50502;car;50502:car;default_car;Crit'air 1;Gazole;0;6
50523;car;50523:car;default_car;Crit'air 1;Gazole;0;6
50524;car;50524:car;default_car;Crit'air 1;Gazole;0;6
53138;car;53138:car;default_car;Crit'air 1;Gazole;0;6
53139;car;53139:car;default_car;Crit'air 1;Gazole;0;6
53202;car;53202:car;default_car;Crit'air 1;Gazole;0;6
53203;car;53203:car;default_car;Crit'air 1;Gazole;0;6
54229;car;54229:car;default_car;Crit'air 1;Gazole;0;6
55999;car;55999:car;default_car;Crit'air 1;Gazole;0;6
56000;car;56000:car;default_car;Crit'air 1;Gazole;0;6
63540;car;63540:car;default_car;Crit'air 1;Gazole;0;6
63541;car;63541:car;default_car;Crit'air 1;Gazole;0;6
63542;car;63542:car;default_car;Crit'air 1;Gazole;0;6
64441;car;64441:car;default_car;Crit'air 1;Gazole;0;6
64779;car;64779:car;default_car;Crit'air 1;Gazole;0;6
65120;car;65120:car;default_car;Crit'air 1;Gazole;0;6
66375;car;66375:car;default_car;Crit'air 1;Gazole;0;6
68287;car;68287:car;default_car;Crit'air 1;Gazole;0;6
69976;car;69976:car;default_car;Crit'air 1;Gazole;0;6
69977;car;69977:car;default_car;Crit'air 1;Gazole;0;6
69978;car;69978:car;default_car;Crit'air 1;Gazole;0;6
71472;car;71472:car;default_car;Crit'air 1;Gazole;0;6
71473;car;71473:car;default_car;Crit'air 1;Gazole;0;6
71474;car;71474:car;default_car;Crit'air 1;Gazole;0;6
71475;car;71475:car;default_car;Crit'air 1;Gazole;0;6
76581;car;76581:car;default_car;Crit'air 1;Gazole;0;6
81387;car;81387:car;default_car;Crit'air 1;Gazole;0;6
81792;car;81792:car;default_car;Crit'air 1;Gazole;0;6
81958;car;81958:car;default_car;Crit'air 1;Gazole;0;6
84511;car;84511:car;default_car;Crit'air 1;Gazole;0;6
84512;car;84512:car;default_car;Crit'air 1;Gazole;0;6
84513;car;84513:car;default_car;Crit'air 1;Gazole;0;6
84514;car;84514:car;default_car;Crit'air 1;Gazole;0;6
87068;car;87068:car;default_car;Crit'air 1;Gazole;0;6
88339;car;88339:car;default_car;Crit'air 1;Gazole;0;6
88593;car;88593:car;default_car;Crit'air 1;Gazole;0;6
88594;car;88594:car;default_car;Crit'air 1;Gazole;0;6
88595;car;88595:car;default_car;Crit'air 1;Gazole;0;6
90859;car;90859:car;default_car;Crit'air 1;Gazole;0;6
90860;car;90860:car;default_car;Crit'air 1;Gazole;0;6
92821;car;92821:car;default_car;Crit'air 1;Gazole;0;6
96676;car;96676:car;default_car;Crit'air 1;Gazole;0;6
96677;car;96677:car;default_car;Crit'air 1;Gazole;0;6
98550;car;98550:car;default_car;Crit'air 1;Gazole;0;6
98551;car;98551:car;default_car;Crit'air 1;Gazole;0;6
99285;car;99285:car;default_car;Crit'air 1;Gazole;0;6
99747;car;99747:car;default_car;Crit'air 1;Gazole;0;6
99748;car;99748:car;default_car;Crit'air 1;Gazole;0;6
99749;car;99749:car;default_car;Crit'air 1;Gazole;0;6
99750;car;99750:car;default_car;Crit'air 1;Gazole;0;6
100111;car;100111:car;default_car;Crit'air 1;Gazole;0;6
103804;car;103804:car;default_car;Crit'air 1;Gazole;0;6
111669;car;111669:car;default_car;Crit'air 1;Gazole;0;6
111670;car;111670:car;default_car;Crit'air 1;Gazole;0;6
112148;car;112148:car;default_car;Crit'air 1;Gazole;0;6
112149;car;112149:car;default_car;Crit'air 1;Gazole;0;6
114481;car;114481:car;default_car;Crit'air 1;Gazole;0;6
117779;car;117779:car;default_car;Crit'air 1;Gazole;0;6
118375;car;118375:car;default_car;Crit'air 1;Gazole;0;6
118376;car;118376:car;default_car;Crit'air 1;Gazole;0;6
118377;car;118377:car;default_car;Crit'air 1;Gazole;0;6
118378;car;118378:car;default_car;Crit'air 1;Gazole;0;6
121243;car;121243:car;default_car;Crit'air 1;Gazole;0;6
121244;car;121244:car;default_car;Crit'air 1;Gazole;0;6
122096;car;122096:car;default_car;Crit'air 1;Gazole;0;6
122097;car;122097:car;default_car;Crit'air 1;Gazole;0;6
122098;car;122098:car;default_car;Crit'air 1;Gazole;0;6
122099;car;122099:car;default_car;Crit'air 1;Gazole;0;6
126739;car;126739:car;default_car;Crit'air 1;Gazole;0;6
126740;car;126740:car;default_car;Crit'air 1;Gazole;0;6
127101;car;127101:car;default_car;Crit'air 1;Gazole;0;6
127569;car;127569:car;default_car;Crit'air 1;Gazole;0;6
128962;car;128962:car;default_car;Crit'air 1;Gazole;0;6
128963;car;128963:car;default_car;Crit'air 1;Gazole;0;6
128964;car;128964:car;default_car;Crit'air 1;Gazole;0;6
128965;car;128965:car;default_car;Crit'air 1;Gazole;0;6
128966;car;128966:car;default_car;Crit'air 1;Gazole;0;6
130728;car;130728:car;default_car;Crit'air 1;Gazole;0;6
130785;car;130785:car;default_car;Crit'air 1;Gazole;0;6
131563;car;131563:car;default_car;Crit'air 1;Gazole;0;6
136044;car;136044:car;default_car;Crit'air 1;Gazole;0;6
136045;car;136045:car;default_car;Crit'air 1;Gazole;0;6
136816;car;136816:car;default_car;Crit'air 1;Gazole;0;6
136827;car;136827:car;default_car;Crit'air 1;Gazole;0;6
137484;car;137484:car;default_car;Crit'air 1;Gazole;0;6
138960;car;138960:car;default_car;Crit'air 1;Gazole;0;6
140303;car;140303:car;default_car;Crit'air 1;Gazole;0;6
140850;car;140850:car;default_car;Crit'air 1;Gazole;0;6
142316;car;142316:car;default_car;Crit'air 1;Gazole;0;6
142317;car;142317:car;default_car;Crit'air 1;Gazole;0;6
145647;car;145647:car;default_car;Crit'air 1;Gazole;0;6
146726;car;146726:car;default_car;Crit'air 1;Gazole;0;6
146727;car;146727:car;default_car;Crit'air 1;Gazole;0;6
148175;car;148175:car;default_car;Crit'air 1;Gazole;0;6
148176;car;148176:car;default_car;Crit'air 1;Gazole;0;6
148924;car;148924:car;default_car;Crit'air 1;Gazole;0;6
154125;car;154125:car;default_car;Crit'air 1;Gazole;0;6
155520;car;155520:car;default_car;Crit'air 1;Gazole;0;6
158037;car;158037:car;default_car;Crit'air 1;Gazole;0;6
160289;car;160289:car;default_car;Crit'air 1;Gazole;0;6
163837;car;163837:car;default_car;Crit'air 1;Gazole;0;6
163838;car;163838:car;default_car;Crit'air 1;Gazole;0;6
163839;car;163839:car;default_car;Crit'air 1;Gazole;0;6
163840;car;163840:car;default_car;Crit'air 1;Gazole;0;6
167395;car;167395:car;default_car;Crit'air 1;Gazole;0;6
170663;car;170663:car;default_car;Crit'air 1;Gazole;0;6
171851;car;171851:car;default_car;Crit'air 1;Gazole;0;6
175106;car;175106:car;default_car;Crit'air 1;Gazole;0;6
175107;car;175107:car;default_car;Crit'air 1;Gazole;0;6
175984;car;175984:car;default_car;Crit'air 1;Gazole;0;6
178573;car;178573:car;default_car;Crit'air 1;Gazole;0;6
178574;car;178574:car;default_car;Crit'air 1;Gazole;0;6
181057;car;181057:car;default_car;Crit'air 1;Gazole;0;6
184934;car;184934:car;default_car;Crit'air 1;Gazole;0;6
186107;car;186107:car;default_car;Crit'air 1;Gazole;0;6
186108;car;186108:car;default_car;Crit'air 1;Gazole;0;6
186109;car;186109:car;default_car;Crit'air 1;Gazole;0;6
187396;car;187396:car;default_car;Crit'air 1;Gazole;0;6
189525;car;189525:car;default_car;Crit'air 1;Gazole;0;6
189526;car;189526:car;default_car;Crit'air 1;Gazole;0;6
189527;car;189527:car;default_car;Crit'air 1;Gazole;0;6
189528;car;189528:car;default_car;Crit'air 1;Gazole;0;6
189529;car;189529:car;default_car;Crit'air 1;Gazole;0;6
190680;car;190680:car;default_car;Crit'air 1;Gazole;0;6
190681;car;190681:car;default_car;Crit'air 1;Gazole;0;6
190682;car;190682:car;default_car;Crit'air 1;Gazole;0;6
190683;car;190683:car;default_car;Crit'air 1;Gazole;0;6
193071;car;193071:car;default_car;Crit'air 1;Gazole;0;6
193072;car;193072:car;default_car;Crit'air 1;Gazole;0;6
193073;car;193073:car;default_car;Crit'air 1;Gazole;0;6
193074;car;193074:car;default_car;Crit'air 1;Gazole;0;6
196429;car;196429:car;default_car;Crit'air 1;Gazole;0;6
197752;car;197752:car;default_car;Crit'air 1;Gazole;0;6
197753;car;197753:car;default_car;Crit'air 1;Gazole;0;6
197754;car;197754:car;default_car;Crit'air 1;Gazole;0;6
197755;car;197755:car;default_car;Crit'air 1;Gazole;0;6
197756;car;197756:car;default_car;Crit'air 1;Gazole;0;6
197757;car;197757:car;default_car;Crit'air 1;Gazole;0;6
197908;car;197908:car;default_car;Crit'air 1;Gazole;0;6
199386;car;199386:car;default_car;Crit'air 1;Gazole;0;6
199387;car;199387:car;default_car;Crit'air 1;Gazole;0;6
199388;car;199388:car;default_car;Crit'air 1;Gazole;0;6
199389;car;199389:car;default_car;Crit'air 1;Gazole;0;6
199390;car;199390:car;default_car;Crit'air 1;Gazole;0;6
199391;car;199391:car;default_car;Crit'air 1;Gazole;0;6
199392;car;199392:car;default_car;Crit'air 1;Gazole;0;6
204132;car;204132:car;default_car;Crit'air 1;Gazole;0;6
204133;car;204133:car;default_car;Crit'air 1;Gazole;0;6
207447;car;207447:car;default_car;Crit'air 1;Gazole;0;6
208572;car;208572:car;default_car;Crit'air 1;Gazole;0;6
213560;car;213560:car;default_car;Crit'air 1;Gazole;0;6
213561;car;213561:car;default_car;Crit'air 1;Gazole;0;6
213562;car;213562:car;default_car;Crit'air 1;Gazole;0;6
214502;car;214502:car;default_car;Crit'air 1;Gazole;0;6
217505;car;217505:car;default_car;Crit'air 1;Gazole;0;6
218423;car;218423:car;default_car;Crit'air 1;Gazole;0;6
218424;car;218424:car;default_car;Crit'air 1;Gazole;0;6
218425;car;218425:car;default_car;Crit'air 1;Gazole;0;6
218703;car;218703:car;default_car;Crit'air 1;Gazole;0;6
218901;car;218901:car;default_car;Crit'air 1;Gazole;0;6
219494;car;219494:car;default_car;Crit'air 1;Gazole;0;6
222896;car;222896:car;default_car;Crit'air 1;Gazole;0;6
223314;car;223314:car;default_car;Crit'air 1;Gazole;0;6
223315;car;223315:car;default_car;Crit'air 1;Gazole;0;6
223316;car;223316:car;default_car;Crit'air 1;Gazole;0;6
223317;car;223317:car;default_car;Crit'air 1;Gazole;0;6
224828;car;224828:car;default_car;Crit'air 1;Gazole;0;6
224829;car;224829:car;default_car;Crit'air 1;Gazole;0;6
230170;car;230170:car;default_car;Crit'air 1;Gazole;0;6
231284;car;231284:car;default_car;Crit'air 1;Gazole;0;6
231775;car;231775:car;default_car;Crit'air 1;Gazole;0;6
231776;car;231776:car;default_car;Crit'air 1;Gazole;0;6
231777;car;231777:car;default_car;Crit'air 1;Gazole;0;6
231778;car;231778:car;default_car;Crit'air 1;Gazole;0;6
232788;car;232788:car;default_car;Crit'air 1;Gazole;0;6
238247;car;238247:car;default_car;Crit'air 1;Gazole;0;6
240306;car;240306:car;default_car;Crit'air 1;Gazole;0;6
240307;car;240307:car;default_car;Crit'air 1;Gazole;0;6
240308;car;240308:car;default_car;Crit'air 1;Gazole;0;6
240309;car;240309:car;default_car;Crit'air 1;Gazole;0;6
240310;car;240310:car;default_car;Crit'air 1;Gazole;0;6
242720;car;242720:car;default_car;Crit'air 1;Gazole;0;6
250489;car;250489:car;default_car;Crit'air 1;Gazole;0;6
250490;car;250490:car;default_car;Crit'air 1;Gazole;0;6
250491;car;250491:car;default_car;Crit'air 1;Gazole;0;6
250492;car;250492:car;default_car;Crit'air 1;Gazole;0;6
250493;car;250493:car;default_car;Crit'air 1;Gazole;0;6
251306;car;251306:car;default_car;Crit'air 1;Gazole;0;6
252040;car;252040:car;default_car;Crit'air 1;Gazole;0;6
256100;car;256100:car;default_car;Crit'air 1;Gazole;0;6
256711;car;256711:car;default_car;Crit'air 1;Gazole;0;6
258007;car;258007:car;default_car;Crit'air 1;Gazole;0;6
258008;car;258008:car;default_car;Crit'air 1;Gazole;0;6
258009;car;258009:car;default_car;Crit'air 1;Gazole;0;6
259702;car;259702:car;default_car;Crit'air 1;Gazole;0;6
259703;car;259703:car;default_car;Crit'air 1;Gazole;0;6
262545;car;262545:car;default_car;Crit'air 1;Gazole;0;6
262546;car;262546:car;default_car;Crit'air 1;Gazole;0;6
271103;car;271103:car;default_car;Crit'air 1;Gazole;0;6
271104;car;271104:car;default_car;Crit'air 1;Gazole;0;6
276747;car;276747:car;default_car;Crit'air 1;Gazole;0;6
280489;car;280489:car;default_car;Crit'air 1;Gazole;0;6
280490;car;280490:car;default_car;Crit'air 1;Gazole;0;6
283764;car;283764:car;default_car;Crit'air 1;Gazole;0;6
287885;car;287885:car;default_car;Crit'air 1;Gazole;0;6
290768;car;290768:car;default_car;Crit'air 1;Gazole;0;6
292406;car;292406:car;default_car;Crit'air 1;Gazole;0;6
292465;car;292465:car;default_car;Crit'air 1;Gazole;0;6
292466;car;292466:car;default_car;Crit'air 1;Gazole;0;6
293087;car;293087:car;default_car;Crit'air 1;Gazole;0;6
293088;car;293088:car;default_car;Crit'air 1;Gazole;0;6
293089;car;293089:car;default_car;Crit'air 1;Gazole;0;6
295174;car;295174:car;default_car;Crit'air 1;Gazole;0;6
295175;car;295175:car;default_car;Crit'air 1;Gazole;0;6
295176;car;295176:car;default_car;Crit'air 1;Gazole;0;6
295177;car;295177:car;default_car;Crit'air 1;Gazole;0;6
295178;car;295178:car;default_car;Crit'air 1;Gazole;0;6
295484;car;295484:car;default_car;Crit'air 1;Gazole;0;6
296090;car;296090:car;default_car;Crit'air 1;Gazole;0;6
298532;car;298532:car;default_car;Crit'air 1;Gazole;0;6
299915;car;299915:car;default_car;Crit'air 1;Gazole;0;6
299916;car;299916:car;default_car;Crit'air 1;Gazole;0;6
306244;car;306244:car;default_car;Crit'air 1;Gazole;0;6
306399;car;306399:car;default_car;Crit'air 1;Gazole;0;6
306432;car;306432:car;default_car;Crit'air 1;Gazole;0;6
306689;car;306689:car;default_car;Crit'air 1;Gazole;0;6
306690;car;306690:car;default_car;Crit'air 1;Gazole;0;6
306691;car;306691:car;default_car;Crit'air 1;Gazole;0;6
306692;car;306692:car;default_car;Crit'air 1;Gazole;0;6
306693;car;306693:car;default_car;Crit'air 1;Gazole;0;6
307704;car;307704:car;default_car;Crit'air 1;Gazole;0;6
307705;car;307705:car;default_car;Crit'air 1;Gazole;0;6
310251;car;310251:car;default_car;Crit'air 1;Gazole;0;6
310252;car;310252:car;default_car;Crit'air 1;Gazole;0;6
311118;car;311118:car;default_car;Crit'air 1;Gazole;0;6
311439;car;311439:car;default_car;Crit'air 1;Gazole;0;6
312280;car;312280:car;default_car;Crit'air 1;Gazole;0;6
320770;car;320770:car;default_car;Crit'air 1;Gazole;0;6
321842;car;321842:car;default_car;Crit'air 1;Gazole;0;6
322980;car;322980:car;default_car;Crit'air 1;Gazole;0;6
322981;car;322981:car;default_car;Crit'air 1;Gazole;0;6
322982;car;322982:car;default_car;Crit'air 1;Gazole;0;6
322983;car;322983:car;default_car;Crit'air 1;Gazole;0;6
323428;car;323428:car;default_car;Crit'air 1;Gazole;0;6
324736;car;324736:car;default_car;Crit'air 1;Gazole;0;6
324737;car;324737:car;default_car;Crit'air 1;Gazole;0;6
325684;car;325684:car;default_car;Crit'air 1;Gazole;0;6
325685;car;325685:car;default_car;Crit'air 1;Gazole;0;6
325686;car;325686:car;default_car;Crit'air 1;Gazole;0;6
328674;car;328674:car;default_car;Crit'air 1;Gazole;0;6
330245;car;330245:car;default_car;Crit'air 1;Gazole;0;6
330246;car;330246:car;default_car;Crit'air 1;Gazole;0;6
333928;car;333928:car;default_car;Crit'air 1;Gazole;0;6
334976;car;334976:car;default_car;Crit'air 1;Gazole;0;6
335364;car;335364:car;default_car;Crit'air 1;Gazole;0;6
338284;car;338284:car;default_car;Crit'air 1;Gazole;0;6
340061;car;340061:car;default_car;Crit'air 1;Gazole;0;6
340062;car;340062:car;default_car;Crit'air 1;Gazole;0;6
348815;car;348815:car;default_car;Crit'air 1;Gazole;0;6
349111;car;349111:car;default_car;Crit'air 1;Gazole;0;6
349112;car;349112:car;default_car;Crit'air 1;Gazole;0;6
349113;car;349113:car;default_car;Crit'air 1;Gazole;0;6
349114;car;349114:car;default_car;Crit'air 1;Gazole;0;6
351259;car;351259:car;default_car;Crit'air 1;Gazole;0;6
357387;car;357387:car;default_car;Crit'air 1;Gazole;0;6
357948;car;357948:car;default_car;Crit'air 1;Gazole;0;6
357949;car;357949:car;default_car;Crit'air 1;Gazole;0;6
358059;car;358059:car;default_car;Crit'air 1;Gazole;0;6
358060;car;358060:car;default_car;Crit'air 1;Gazole;0;6
359230;car;359230:car;default_car;Crit'air 1;Gazole;0;6
359628;car;359628:car;default_car;Crit'air 1;Gazole;0;6
362893;car;362893:car;default_car;Crit'air 1;Gazole;0;6
363253;car;363253:car;default_car;Crit'air 1;Gazole;0;6
363755;car;363755:car;default_car;Crit'air 1;Gazole;0;6
365105;car;365105:car;default_car;Crit'air 1;Gazole;0;6
365106;car;365106:car;default_car;Crit'air 1;Gazole;0;6
365107;car;365107:car;default_car;Crit'air 1;Gazole;0;6
365108;car;365108:car;default_car;Crit'air 1;Gazole;0;6
371776;car;371776:car;default_car;Crit'air 1;Gazole;0;6
372515;car;372515:car;default_car;Crit'air 1;Gazole;0;6
374060;car;374060:car;default_car;Crit'air 1;Gazole;0;6
374403;car;374403:car;default_car;Crit'air 1;Gazole;0;6
375371;car;375371:car;default_car;Crit'air 1;Gazole;0;6
376285;car;376285:car;default_car;Crit'air 1;Gazole;0;6
377521;car;377521:car;default_car;Crit'air 1;Gazole;0;6
378673;car;378673:car;default_car;Crit'air 1;Gazole;0;6
378674;car;378674:car;default_car;Crit'air 1;Gazole;0;6
380259;car;380259:car;default_car;Crit'air 1;Gazole;0;6
382778;car;382778:car;default_car;Crit'air 1;Gazole;0;6
383479;car;383479:car;default_car;Crit'air 1;Gazole;0;6
383480;car;383480:car;default_car;Crit'air 1;Gazole;0;6
383481;car;383481:car;default_car;Crit'air 1;Gazole;0;6
383482;car;383482:car;default_car;Crit'air 1;Gazole;0;6
383483;car;383483:car;default_car;Crit'air 1;Gazole;0;6
383484;car;383484:car;default_car;Crit'air 1;Gazole;0;6
383485;car;383485:car;default_car;Crit'air 1;Gazole;0;6
386952;car;386952:car;default_car;Crit'air 1;Gazole;0;6
387137;car;387137:car;default_car;Crit'air 1;Gazole;0;6
387138;car;387138:car;default_car;Crit'air 1;Gazole;0;6
387139;car;387139:car;default_car;Crit'air 1;Gazole;0;6
388586;car;388586:car;default_car;Crit'air 1;Gazole;0;6
388587;car;388587:car;default_car;Crit'air 1;Gazole;0;6
388588;car;388588:car;default_car;Crit'air 1;Gazole;0;6
388589;car;388589:car;default_car;Crit'air 1;Gazole;0;6
389222;car;389222:car;default_car;Crit'air 1;Gazole;0;6
389223;car;389223:car;default_car;Crit'air 1;Gazole;0;6
389224;car;389224:car;default_car;Crit'air 1;Gazole;0;6
392750;car;392750:car;default_car;Crit'air 1;Gazole;0;6
392751;car;392751:car;default_car;Crit'air 1;Gazole;0;6
393441;car;393441:car;default_car;Crit'air 1;Gazole;0;6
393442;car;393442:car;default_car;Crit'air 1;Gazole;0;6
397384;car;397384:car;default_car;Crit'air 1;Gazole;0;6
399609;car;399609:car;default_car;Crit'air 1;Gazole;0;6
404615;car;404615:car;default_car;Crit'air 1;Gazole;0;6
407151;car;407151:car;default_car;Crit'air 1;Gazole;0;6
407291;car;407291:car;default_car;Crit'air 1;Gazole;0;6
410401;car;410401:car;default_car;Crit'air 1;Gazole;0;6
410402;car;410402:car;default_car;Crit'air 1;Gazole;0;6
413793;car;413793:car;default_car;Crit'air 1;Gazole;0;6
415471;car;415471:car;default_car;Crit'air 1;Gazole;0;6
415472;car;415472:car;default_car;Crit'air 1;Gazole;0;6
415473;car;415473:car;default_car;Crit'air 1;Gazole;0;6
416264;car;416264:car;default_car;Crit'air 1;Gazole;0;6
416265;car;416265:car;default_car;Crit'air 1;Gazole;0;6
417608;car;417608:car;default_car;Crit'air 1;Gazole;0;6
417609;car;417609:car;default_car;Crit'air 1;Gazole;0;6
417610;car;417610:car;default_car;Crit'air 1;Gazole;0;6
417611;car;417611:car;default_car;Crit'air 1;Gazole;0;6
418567;car;418567:car;default_car;Crit'air 1;Gazole;0;6
421027;car;421027:car;default_car;Crit'air 1;Gazole;0;6
421028;car;421028:car;default_car;Crit'air 1;Gazole;0;6
421029;car;421029:car;default_car;Crit'air 1;Gazole;0;6
421777;car;421777:car;default_car;Crit'air 1;Gazole;0;6
421778;car;421778:car;default_car;Crit'air 1;Gazole;0;6
425154;car;425154:car;default_car;Crit'air 1;Gazole;0;6
426032;car;426032:car;default_car;Crit'air 1;Gazole;0;6
427268;car;427268:car;default_car;Crit'air 1;Gazole;0;6
427269;car;427269:car;default_car;Crit'air 1;Gazole;0;6
427270;car;427270:car;default_car;Crit'air 1;Gazole;0;6
431169;car;431169:car;default_car;Crit'air 1;Gazole;0;6
431170;car;431170:car;default_car;Crit'air 1;Gazole;0;6
431860;car;431860:car;default_car;Crit'air 1;Gazole;0;6
431864;car;431864:car;default_car;Crit'air 1;Gazole;0;6
435458;car;435458:car;default_car;Crit'air 1;Gazole;0;6
444423;car;444423:car;default_car;Crit'air 1;Gazole;0;6
444424;car;444424:car;default_car;Crit'air 1;Gazole;0;6
444679;car;444679:car;default_car;Crit'air 1;Gazole;0;6
444690;car;444690:car;default_car;Crit'air 1;Gazole;0;6
444691;car;444691:car;default_car;Crit'air 1;Gazole;0;6
445908;car;445908:car;default_car;Crit'air 1;Gazole;0;6
445909;car;445909:car;default_car;Crit'air 1;Gazole;0;6
445910;car;445910:car;default_car;Crit'air 1;Gazole;0;6
445911;car;445911:car;default_car;Crit'air 1;Gazole;0;6
446527;car;446527:car;default_car;Crit'air 1;Gazole;0;6
446528;car;446528:car;default_car;Crit'air 1;Gazole;0;6
446529;car;446529:car;default_car;Crit'air 1;Gazole;0;6
446530;car;446530:car;default_car;Crit'air 1;Gazole;0;6
446541;car;446541:car;default_car;Crit'air 1;Gazole;0;6
447079;car;447079:car;default_car;Crit'air 1;Gazole;0;6
447080;car;447080:car;default_car;Crit'air 1;Gazole;0;6
447081;car;447081:car;default_car;Crit'air 1;Gazole;0;6
451897;car;451897:car;default_car;Crit'air 1;Gazole;0;6
454918;car;454918:car;default_car;Crit'air 1;Gazole;0;6
454919;car;454919:car;default_car;Crit'air 1;Gazole;0;6
454920;car;454920:car;default_car;Crit'air 1;Gazole;0;6
457228;car;457228:car;default_car;Crit'air 1;Gazole;0;6
457229;car;457229:car;default_car;Crit'air 1;Gazole;0;6
457230;car;457230:car;default_car;Crit'air 1;Gazole;0;6
462492;car;462492:car;default_car;Crit'air 1;Gazole;0;6
462493;car;462493:car;default_car;Crit'air 1;Gazole;0;6
462918;car;462918:car;default_car;Crit'air 1;Gazole;0;6
462919;car;462919:car;default_car;Crit'air 1;Gazole;0;6
462920;car;462920:car;default_car;Crit'air 1;Gazole;0;6
475112;car;475112:car;default_car;Crit'air 1;Gazole;0;6
475113;car;475113:car;default_car;Crit'air 1;Gazole;0;6
475114;car;475114:car;default_car;Crit'air 1;Gazole;0;6
478640;car;478640:car;default_car;Crit'air 1;Gazole;0;6
479176;car;479176:car;default_car;Crit'air 1;Gazole;0;6
479867;car;479867:car;default_car;Crit'air 1;Gazole;0;6
479868;car;479868:car;default_car;Crit'air 1;Gazole;0;6
480764;car;480764:car;default_car;Crit'air 1;Gazole;0;6
480765;car;480765:car;default_car;Crit'air 1;Gazole;0;6
480766;car;480766:car;default_car;Crit'air 1;Gazole;0;6
480951;car;480951:car;default_car;Crit'air 1;Gazole;0;6
481295;car;481295:car;default_car;Crit'air 1;Gazole;0;6
483085;car;483085:car;default_car;Crit'air 1;Gazole;0;6
483234;car;483234:car;default_car;Crit'air 1;Gazole;0;6
485511;car;485511:car;default_car;Crit'air 1;Gazole;0;6
486876;car;486876:car;default_car;Crit'air 1;Gazole;0;6
486877;car;486877:car;default_car;Crit'air 1;Gazole;0;6
486878;car;486878:car;default_car;Crit'air 1;Gazole;0;6
486879;car;486879:car;default_car;Crit'air 1;Gazole;0;6
486880;car;486880:car;default_car;Crit'air 1;Gazole;0;6
489626;car;489626:car;default_car;Crit'air 1;Gazole;0;6
489627;car;489627:car;default_car;Crit'air 1;Gazole;0;6
489628;car;489628:car;default_car;Crit'air 1;Gazole;0;6
490321;car;490321:car;default_car;Crit'air 1;Gazole;0;6
490322;car;490322:car;default_car;Crit'air 1;Gazole;0;6
491290;car;491290:car;default_car;Crit'air 1;Gazole;0;6
493865;car;493865:car;default_car;Crit'air 1;Gazole;0;6
493866;car;493866:car;default_car;Crit'air 1;Gazole;0;6
494771;car;494771:car;default_car;Crit'air 1;Gazole;0;6
494772;car;494772:car;default_car;Crit'air 1;Gazole;0;6
496480;car;496480:car;default_car;Crit'air 1;Gazole;0;6
