person_id;household_id;age;employed;sex;socioprofessional_class;has_driving_license;has_pt_subscription;census_person_id;hts_id
53139;29059;45;True;male;4;True;False;16856;8855
53202;29092;63;True;female;4;True;False;16875;1890
53203;29092;31;False;female;8;False;True;16876;17539
54229;29686;25;True;female;3;False;True;17212;7471
55999;30709;83;False;female;7;False;True;17774;3348
56000;30709;86;False;male;7;True;False;17775;17431
63540;34741;39;True;male;3;True;True;20115;882
63541;34741;3;False;female;8;False;False;20116;3549
63542;34741;36;True;female;3;True;False;20117;7194
64441;35212;72;False;female;8;False;True;20392;17000
64779;35392;28;True;male;5;False;True;20502;6751
65120;35575;67;False;female;7;False;True;20614;1495
66375;36290;76;False;female;7;True;False;21016;1343
68287;37369;25;False;male;8;False;True;21623;14128
69976;38252;58;False;male;8;True;True;22154;946
69977;38252;13;False;male;8;False;False;22155;11643
69978;38252;50;True;female;5;False;True;22156;5550
71472;39022;5;False;female;8;False;False;22620;11149
71473;39022;1;False;female;8;False;False;22621;14607
71474;39022;37;True;female;3;True;True;22622;2409
71475;39022;37;True;male;3;True;True;22623;649
76581;41633;27;True;female;4;False;True;24229;756
81387;44183;54;True;male;5;True;True;25763;6658
81792;44406;21;False;male;8;False;True;25883;15076
81958;44511;60;True;male;3;True;True;25933;8830
84511;45918;20;False;female;8;True;True;26762;2477
84512;45918;17;False;female;8;True;True;26763;841
84513;45918;49;True;female;5;False;True;26764;2167
84514;45918;68;False;male;7;True;True;26765;1209
87068;47209;30;True;female;3;False;True;27581;2459
88339;47865;57;True;male;3;True;True;27981;996
88593;47991;2;False;male;8;False;False;28065;2248
88594;47991;49;True;male;3;False;True;28066;4591
88595;47991;42;True;female;3;True;True;28067;708
90859;49169;28;True;female;3;False;True;28794;16837
90860;49169;29;True;male;4;True;True;28795;5817
92821;50218;27;True;female;5;False;False;29416;4102
96676;52265;28;True;male;3;False;True;30650;2405
96677;52265;28;True;female;3;True;True;30651;1274
98550;53274;70;False;female;7;True;True;31251;1648
98551;53274;75;False;male;7;True;False;31252;14278
99285;53682;33;True;female;3;True;True;31503;2409
99747;53908;27;True;male;4;True;False;31638;6066
99748;53908;72;True;male;3;True;False;31639;17901
99749;53908;15;False;female;8;False;False;31640;45
99750;53908;61;True;female;3;True;False;31641;14799
100111;54091;62;False;male;8;True;False;31747;18183
103804;56058;47;True;male;3;False;False;32919;7363
111669;60267;28;True;male;2;False;False;35383;1236
111670;60267;31;False;female;8;True;True;35384;1329
112148;60530;72;False;male;7;True;False;35535;1515
112149;60530;71;False;female;8;True;False;35536;17983
114481;61895;67;True;female;3;False;False;36262;14876
117779;63764;79;False;female;7;False;True;37296;831
118375;64091;6;False;female;8;False;False;37468;4066
118376;64091;4;False;female;8;False;False;37469;15805
118377;64091;42;True;male;3;True;True;37470;718
118378;64091;41;True;female;4;True;False;37471;10721
121243;65677;30;True;female;3;True;True;38388;9274
121244;65677;38;True;male;4;True;False;38389;11316
122096;66173;37;True;female;3;True;True;38639;7782
122097;66173;45;True;male;4;True;True;38640;4520
122098;66173;9;False;female;8;False;False;38641;6280
122099;66173;7;False;male;8;False;False;38642;11826
126739;68774;49;True;male;2;True;True;40137;8438
126740;68774;58;False;female;8;False;True;40138;2150
127101;69000;50;True;male;3;False;True;40257;5038
127569;69274;20;False;male;8;True;True;40407;8803
128962;70035;1;False;male;8;False;False;40859;3982
128963;70035;39;True;female;3;True;True;40860;3497
128964;70035;41;True;male;3;True;False;40861;1863
128965;70035;11;False;male;8;False;False;40862;16905
128966;70035;8;False;male;8;False;True;40863;5428
130728;70988;56;False;female;8;True;True;41435;879
130785;71005;79;False;female;7;False;True;41450;1189
131563;71438;32;True;female;3;True;True;41704;1685
136044;73883;37;False;male;8;True;False;43098;7452
136045;73883;64;False;female;7;False;False;43099;1429
136816;74307;55;True;male;3;True;True;43331;1925
136827;74317;65;True;female;5;True;True;43337;4547
137484;74651;45;True;male;4;True;False;43536;17765
138960;75500;28;True;female;4;False;True;44020;6762
140303;76150;37;False;male;8;True;True;44427;1956
140850;76440;66;False;male;7;True;False;44612;1568
142316;77267;28;True;female;5;False;True;45066;1746
142317;77267;27;True;male;3;True;True;45067;854
145647;79117;30;False;female;8;False;False;46117;442
146726;79706;48;True;female;5;True;False;46467;1460
146727;79706;22;False;male;8;True;True;46468;17469
148175;80479;26;True;male;3;False;False;46930;13360
148176;80479;28;True;female;3;True;True;46931;5381
148924;80837;26;True;female;4;False;False;47172;10862
154125;83620;26;True;female;3;False;True;48823;4155
155520;84369;34;True;female;3;True;False;49266;1427
158037;85744;28;True;female;3;True;True;50052;2037
160289;86938;24;True;male;5;False;True;50766;2405
163837;88765;4;False;male;8;False;True;51856;17892
163838;88765;33;True;female;3;True;False;51857;470
163839;88765;6;False;female;8;False;False;51858;14607
163840;88765;36;True;male;3;True;True;51859;514
167395;90627;80;False;male;7;True;True;52968;2889
170663;92501;45;True;male;5;True;True;54035;996
171851;93144;30;False;female;8;True;True;54429;1783
175106;94841;39;True;male;4;False;False;55422;2033
175107;94841;32;True;female;3;True;True;55423;792
175984;95321;62;True;male;6;True;False;55705;696
178573;96753;82;False;female;7;True;False;56496;8099
178574;96753;87;False;male;7;True;False;56497;8642
181057;98171;72;False;female;7;True;True;57260;1415
184934;100273;42;True;female;4;True;True;58513;2092
186107;100964;36;True;female;3;True;False;58888;17985
186108;100964;37;False;male;8;True;False;58889;5411
186109;100964;2;False;female;8;False;False;58890;6880
187396;101695;30;True;female;5;True;False;59294;715
189525;102871;47;False;female;8;True;False;59959;9960
189526;102871;48;True;male;3;True;True;59960;2126
189527;102871;13;False;female;8;False;True;59961;3618
189528;102871;6;False;male;8;False;False;59962;17672
189529;102871;15;False;female;8;False;False;59963;15182
190680;103494;48;True;female;5;False;False;60341;555
190681;103494;15;False;male;8;False;False;60342;4096
190682;103494;46;True;male;5;False;True;60343;725
190683;103494;19;False;female;8;True;True;60344;1282
193071;104802;54;True;male;3;True;False;61088;673
193072;104802;15;False;male;8;False;True;61089;16314
193073;104802;19;False;male;8;False;True;61090;2661
193074;104802;51;True;female;3;True;True;61091;1118
196429;106611;53;False;female;8;True;False;62201;17489
197752;107329;78;False;female;7;False;True;62637;1362
197753;107329;43;True;male;6;True;False;62638;807
197754;107329;58;True;female;4;True;False;62639;804
197755;107329;85;False;male;7;True;False;62640;6282
197756;107329;46;False;female;8;True;False;62641;7051
197757;107329;25;True;male;4;True;True;62642;686
197908;107414;26;True;female;3;True;True;62694;828
199386;108269;9;False;male;8;False;False;63144;6994
199387;108269;18;False;female;8;True;True;63145;769
199388;108269;24;False;male;8;False;True;63146;2224
199389;108269;47;True;male;3;True;False;63147;6866
199390;108269;46;True;female;4;True;False;63148;804
199391;108269;21;False;female;8;False;True;63149;2216
199392;108269;75;False;female;7;True;False;63150;1175
204132;110728;3;False;male;8;False;True;64653;5841
204133;110728;30;False;female;8;False;True;64654;17539
207447;112572;22;False;female;8;False;True;65706;723
208572;113205;25;False;female;8;True;True;66070;744
213560;116003;4;False;male;8;False;False;67688;6715
213561;116003;7;False;male;8;False;False;67689;2248
213562;116003;56;True;male;2;True;False;67690;6900
214502;116527;35;True;female;3;True;True;67992;1241
217505;118142;86;True;female;5;False;True;68909;5115
218423;118630;38;True;male;3;True;True;69227;1670
218424;118630;39;True;female;3;True;True;69228;1442
218425;118630;5;False;male;8;False;False;69229;6031
218703;118759;78;False;female;7;False;True;69303;2084
218901;118898;26;True;male;3;True;False;69368;2594
219494;119269;82;False;female;7;True;False;69568;538
222896;121122;76;True;male;3;True;False;70636;10236
223314;121337;55;True;female;5;False;True;70770;3988
223315;121337;20;True;male;4;True;False;70771;4440
223316;121337;58;True;male;3;True;True;70772;2188
223317;121337;25;True;male;4;True;True;70773;6534
224828;122160;27;False;male;8;False;True;71221;6101
224829;122160;29;False;male;8;False;True;71222;2223
230170;125099;70;False;male;7;True;False;72889;1878
231284;125712;37;False;female;8;False;True;73211;17317
231775;125959;35;True;female;4;True;False;73371;1229
231776;125959;42;True;male;3;True;True;73372;1339
231777;125959;1;False;male;8;False;False;73373;7320
231778;125959;5;False;male;8;False;False;73374;7320
232788;126526;33;True;male;3;True;False;73725;534
238247;129326;50;False;female;8;True;True;75420;3958
240306;130412;52;True;female;4;True;False;76068;15828
240307;130412;60;True;male;3;True;True;76069;2633
240308;130412;21;True;male;5;True;True;76070;7042
240309;130412;19;False;male;8;False;False;76071;625
240310;130412;14;False;female;8;False;False;76072;14281
242720;131760;45;True;male;3;True;True;76815;946
250489;135951;1;False;female;8;False;False;79270;14281
250490;135951;7;False;female;8;False;False;79271;2579
250491;135951;41;True;female;3;True;False;79272;3059
250492;135951;4;False;female;8;False;False;79273;2177
250493;135951;39;True;male;3;True;True;79274;1333
251306;136404;36;True;female;3;True;False;79526;1120
252040;136865;24;True;male;5;False;True;79759;7937
256100;139040;77;False;female;7;True;True;81048;667
256711;139357;26;True;male;3;False;False;81247;4096
258007;139997;24;True;female;4;True;False;81663;5433
258008;139997;61;True;female;3;True;False;81664;1199
258009;139997;65;False;male;7;True;True;81665;574
259702;140933;70;False;male;7;True;False;82209;1360
259703;140933;79;False;female;7;False;True;82210;4358
262545;142482;40;False;male;8;True;True;83080;4538
262546;142482;44;True;male;5;False;True;83081;17701
271103;146981;37;True;male;4;False;True;85785;6719
271104;146981;39;True;female;4;True;True;85786;2457
276747;150028;28;False;female;8;False;False;87593;2131
280489;152086;28;True;male;5;True;True;88809;1201
280490;152086;27;True;female;5;False;True;88810;16295
283764;153862;65;False;male;7;True;False;89838;1568
287885;156136;32;True;female;5;True;True;91128;2146
290768;157686;26;True;female;3;False;True;92018;7471
292406;158491;66;False;male;7;True;True;92548;2362
292465;158531;27;True;male;3;False;True;92564;5682
292466;158531;27;True;female;4;True;True;92565;909
293087;158895;89;False;female;7;True;False;92746;4404
293088;158895;26;True;female;4;True;True;92747;640
293089;158895;24;True;female;3;True;False;92748;4299
295174;160090;24;False;female;8;False;False;93435;4294
295175;160090;0;False;male;8;False;False;93436;5068
295176;160090;2;False;female;8;False;False;93437;16877
295177;160090;3;False;male;8;False;True;93438;8597
295178;160090;25;True;male;4;True;False;93439;7252
295484;160282;88;False;male;7;True;True;93533;4073
296090;160629;28;True;female;3;False;True;93733;14542
298532;162022;21;False;female;8;False;True;94519;1127
299915;162772;41;True;female;4;True;True;94963;14638
299916;162772;48;True;male;5;True;True;94964;245
306244;166097;42;True;male;3;True;True;96997;2036
306399;166179;36;False;female;8;True;True;97054;1329
306432;166212;73;True;female;3;False;True;97063;2345
306689;166340;18;False;female;8;True;True;97151;2587
306690;166340;22;False;male;8;False;True;97152;2661
306691;166340;59;False;female;8;True;False;97153;8489
306692;166340;26;True;male;4;True;False;97154;6959
306693;166340;59;True;male;3;True;False;97155;1013
307704;166872;57;True;male;5;True;False;97470;4972
307705;166872;83;False;female;7;False;True;97471;1019
310251;168307;81;True;male;3;True;False;98295;16288
310252;168307;78;False;female;7;False;False;98296;6174
311118;168790;20;False;male;8;True;True;98577;17010
311439;168979;44;True;male;5;True;True;98680;7659
312280;169468;28;True;male;3;False;True;98942;2339
320770;174109;73;True;male;3;True;False;101693;652
321842;174711;23;True;male;4;False;True;102032;7736
322980;175300;40;True;male;3;True;False;102389;451
322981;175300;4;False;female;8;False;False;102390;1410
322982;175300;8;False;male;8;False;True;102391;17892
322983;175300;40;True;female;6;True;True;102392;6475
323428;175492;73;False;female;7;True;True;102538;1415
324736;176189;27;False;female;8;False;True;102940;723
324737;176189;36;False;female;8;False;True;102941;4516
325684;176700;12;False;male;8;False;False;103236;6031
325685;176700;9;False;female;8;False;False;103237;5849
325686;176700;40;True;female;3;True;True;103238;1449
328674;178370;64;False;female;7;True;False;104161;2505
330245;179242;48;True;male;3;True;True;104646;1770
330246;179242;47;True;male;3;True;True;104647;2330
333928;181196;82;False;female;7;False;False;105809;1202
334976;181749;52;True;male;4;True;False;106139;10374
335364;181951;59;True;male;3;False;True;106259;8371
338284;183543;23;False;female;8;True;True;107204;751
340061;184563;69;False;female;7;True;True;107754;1297
340062;184563;73;True;male;3;True;False;107755;2359
348815;189362;29;True;male;3;False;True;110476;15076
349111;189534;59;False;female;8;False;True;110566;4486
349112;189534;75;False;male;7;True;True;110567;6015
349113;189534;27;False;male;8;True;True;110568;5475
349114;189534;22;False;male;8;True;False;110569;1063
351259;190719;34;True;female;4;True;False;111259;501
357387;194004;22;False;male;8;False;True;113163;6105
357948;194336;27;True;female;5;False;True;113344;14084
357949;194336;28;True;female;5;False;True;113345;8765
358059;194377;47;True;male;5;False;True;113376;1107
358060;194377;22;False;male;8;False;False;113377;6350
359230;194998;62;True;female;3;False;True;113755;5197
359628;195200;56;True;female;3;True;True;113877;1586
362893;196943;24;True;female;3;True;False;114936;10938
363253;197148;78;False;male;7;True;True;115049;1302
363755;197415;84;False;female;7;True;False;115196;8619
365105;198142;26;True;male;4;True;False;115611;5216
365106;198142;19;False;female;8;False;True;115612;2216
365107;198142;24;False;female;8;True;True;115613;1227
365108;198142;50;True;female;4;True;True;115614;879
371776;201808;27;False;female;8;False;False;117828;2131
372515;202234;34;True;male;4;True;False;118069;7440
374060;203135;45;True;male;6;True;False;118575;7043
374403;203320;66;True;female;2;False;False;118682;7333
375371;203839;56;True;male;3;True;True;118969;2188
376285;204327;67;True;female;5;False;True;119286;17000
377521;204954;49;True;female;3;True;True;119663;1586
378673;205576;26;True;female;2;True;False;120032;13537
378674;205576;61;True;female;3;True;True;120033;1117
380259;206406;97;False;female;7;False;True;120519;1194
382778;207816;22;True;female;4;False;True;121307;4845
383479;208150;66;False;male;7;True;True;121513;1937
383480;208150;33;True;female;5;False;True;121514;2379
383481;208150;59;True;female;5;False;True;121515;2167
383482;208150;24;False;male;8;False;True;121516;5682
383483;208150;30;False;male;8;False;True;121517;11769
383484;208150;61;False;male;8;False;False;121518;11715
383485;208150;28;True;female;3;False;True;121519;4155
386952;210063;29;True;female;4;True;True;122638;6723
387137;210184;28;True;male;3;True;True;122698;8540
387138;210184;26;True;female;4;True;False;122699;3026
387139;210184;28;True;male;6;True;False;122700;8494
388586;210909;15;False;female;8;True;True;123136;790
388587;210909;11;False;male;8;False;False;123137;6031
388588;210909;46;True;female;3;True;True;123138;2453
388589;210909;51;True;male;3;False;True;123139;1889
389222;211238;48;True;male;3;False;True;123348;4591
389223;211238;10;False;male;8;False;True;123349;7445
389224;211238;50;True;female;3;True;True;123350;1586
392750;213166;24;True;male;3;True;True;124519;3914
392751;213166;24;False;female;8;True;True;124520;598
393441;213571;79;False;female;7;False;True;124746;1962
393442;213571;90;False;male;7;True;True;124747;445
397384;215764;51;True;female;6;False;True;126059;8368
399609;217000;82;False;female;7;True;False;126772;454
404615;219661;38;True;male;4;True;False;128409;694
407151;221073;47;True;female;3;True;True;129226;1586
407291;221161;77;False;male;7;True;False;129270;1538
410401;222748;63;True;male;3;True;True;130267;14763
410402;222748;63;True;female;5;True;False;130268;3094
413793;224588;81;False;female;7;False;True;131329;2407
415471;225458;6;False;male;8;False;False;131857;16804
415472;225458;44;True;female;3;True;True;131858;7782
415473;225458;39;True;male;3;True;False;131859;1255
416264;225895;3;False;male;8;False;False;132091;4607
416265;225895;39;False;female;8;True;False;132092;501
417608;226647;28;True;male;5;True;False;132514;4161
417609;226647;10;False;female;8;False;False;132515;8583
417610;226647;2;False;male;8;False;False;132516;16346
417611;226647;38;True;female;5;False;True;132517;4061
418567;227140;36;True;male;3;True;True;132823;2448
421027;228481;33;True;male;2;True;False;133639;564
421028;228481;53;False;female;8;True;True;133640;18138
421029;228481;57;False;male;8;True;False;133641;15906
421777;228883;49;True;male;3;True;True;133877;440
421778;228883;15;False;female;8;True;True;133878;1492
425154;230721;40;True;male;3;True;True;134964;2036
426032;231159;22;True;female;4;True;True;135233;4927
427268;231829;48;True;male;3;True;True;135623;946
427269;231829;12;False;male;8;False;False;135624;7990
427270;231829;43;False;female;8;True;False;135625;10989
431169;233878;22;True;female;5;False;False;136884;6707
431170;233878;22;True;male;4;False;False;136885;1818
431860;234256;29;False;female;8;False;True;137113;771
431864;234260;57;False;female;7;True;False;137114;1787
435458;236215;90;False;female;7;True;False;138289;1346
444423;241080;26;True;female;4;False;True;141163;2016
444424;241080;28;True;male;3;False;False;141164;13360
444679;241207;24;True;male;5;False;True;141243;2405
444690;241215;95;False;female;7;True;False;141247;1684
444691;241215;20;True;female;5;False;False;141248;4157
445908;241865;55;True;male;3;True;True;141616;946
445909;241865;13;False;female;8;False;False;141617;1966
445910;241865;43;True;female;4;True;False;141618;14990
445911;241865;16;False;female;8;True;False;141619;11821
446527;242217;41;True;male;3;True;True;141825;2386
446528;242217;41;True;female;3;True;True;141826;1665
446529;242217;6;False;female;8;False;False;141827;10410
446530;242217;4;False;male;8;False;False;141828;11349
446541;242225;74;False;female;7;False;False;141830;1188
447079;242554;42;True;female;4;True;False;142009;17395
447080;242554;44;True;male;3;True;True;142010;662
447081;242554;7;False;male;8;False;False;142011;14932
451897;245161;75;False;female;7;False;True;143448;3348
454918;246834;61;True;male;3;True;True;144405;15078
454919;246834;44;True;male;6;True;True;144406;14044
454920;246834;36;False;female;8;True;True;144407;14039
457228;248133;36;True;female;3;True;True;145140;1449
457229;248133;35;True;male;3;True;False;145141;451
457230;248133;1;False;male;8;False;False;145142;860
462492;250936;52;True;female;5;True;False;146782;10821
462493;250936;26;False;female;8;False;True;146783;8463
462918;251170;21;False;female;8;True;False;146914;14277
462919;251170;49;True;female;3;True;True;146915;1979
462920;251170;18;False;female;8;False;True;146916;3374
475112;257875;93;False;male;8;True;False;150720;11305
475113;257875;54;True;female;5;True;False;150721;11731
475114;257875;76;False;female;8;True;False;150722;1470
478640;259748;45;True;female;4;True;False;151870;2302
479176;260050;36;True;female;3;True;True;152037;2682
479867;260426;25;False;male;8;True;False;152259;11162
479868;260426;25;False;male;8;True;True;152260;5475
480764;260908;52;True;female;4;True;True;152548;2711
480765;260908;11;False;female;8;False;False;152549;14281
480766;260908;49;True;male;4;True;False;152550;2817
480951;261009;53;True;male;3;True;False;152607;7141
481295;261175;69;False;female;7;True;True;152713;1415
483085;262124;31;True;female;3;True;True;153256;818
483234;262198;75;False;female;7;True;False;153312;4391
485511;263375;33;True;male;4;True;True;154019;1377
486876;264084;26;False;female;8;False;True;154470;3374
486877;264084;18;False;male;8;False;False;154471;3069
486878;264084;57;True;male;4;True;False;154472;2922
486879;264084;23;True;male;5;True;True;154473;6686
486880;264084;53;True;female;5;True;False;154474;11694
489626;265476;84;False;male;7;True;False;155340;6823
489627;265476;73;False;female;8;True;False;155341;11455
489628;265476;41;True;female;3;True;False;155342;18171
490321;265852;68;False;male;7;False;False;155554;1953
490322;265852;91;False;female;7;True;False;155555;1824
491290;266352;48;False;male;8;False;False;155867;2320
493865;267753;35;True;male;3;True;True;156697;2386
493866;267753;31;True;female;4;False;True;156698;1119
494771;268212;25;True;female;5;False;True;156989;17312
494772;268212;27;False;male;8;True;True;156990;4850
496480;269124;81;False;male;7;True;True;157553;1393
497737;269838;25;True;female;4;False;True;157945;14611
497776;269861;49;True;male;3;True;False;157957;673
497777;269861;12;False;male;8;False;False;157958;3508
497778;269861;49;True;female;2;False;True;157959;1815
497779;269861;18;False;male;8;True;False;157960;4019
501829;272085;21;False;male;8;False;False;159233;5208
507029;274865;55;False;female;8;True;False;160883;6250
507030;274865;17;False;female;8;False;False;160884;4294
507244;275003;30;True;male;4;True;False;160955;7440
510710;276924;34;True;male;3;True;True;162069;2443
518179;280950;34;True;male;3;True;False;164433;1834
518180;280950;33;True;female;3;True;True;164434;7782
518955;281415;76;False;female;7;False;False;164698;2255
521015;282536;32;True;male;4;False;False;165354;431
521016;282536;37;True;male;4;True;False;165355;16983
522991;283676;8;False;male;8;False;False;165997;4857
522992;283676;13;False;male;8;False;True;165998;8054
522993;283676;44;True;male;2;True;False;165999;14724
522994;283676;44;True;female;4;True;True;166000;1308
528981;286870;79;False;female;7;True;False;167838;3421
531455;288315;13;False;male;8;False;True;168623;5720
531456;288315;8;False;female;8;False;True;168624;10737
531457;288315;50;True;male;4;True;False;168625;7043
531458;288315;50;True;female;4;True;False;168626;804
533004;289176;25;True;male;2;False;True;169111;6751
533005;289176;29;True;male;5;True;True;169112;8802
533006;289176;58;True;female;3;True;True;169113;1589
534651;290070;21;True;male;3;True;False;169669;2594
535402;290467;47;True;male;3;True;False;169894;2484
535665;290599;33;True;female;4;True;True;169985;1329
535666;290599;33;True;male;3;True;False;169986;451
537433;291474;20;False;male;8;False;False;170515;4096
539608;292626;94;False;female;7;False;True;171183;1194
539609;292626;56;True;female;5;True;False;171184;1263
539610;292626;23;False;male;8;False;False;171185;13360
539611;292626;27;True;male;6;True;True;171186;1918
540040;292862;22;False;male;8;False;True;171313;5682
540041;292862;22;True;male;3;False;False;171314;17013
541080;293476;26;True;female;3;True;True;171637;906
541081;293476;27;False;female;8;True;True;171638;1227
541302;293600;84;False;male;7;True;False;171709;2576
545646;295849;37;True;male;3;True;True;173092;610
545647;295849;32;True;male;4;True;False;173093;1276
546569;296342;64;True;male;6;True;False;173397;2780
546570;296342;66;False;female;7;True;False;173398;1596
546626;296371;23;True;male;5;False;False;173418;1936
546627;296371;22;True;female;4;True;True;173419;2137
548326;297346;28;True;male;3;True;True;173932;8801
548327;297346;27;True;male;3;True;True;173933;1163
551076;298880;21;False;male;8;True;True;174824;5475
552877;299812;45;True;female;3;True;False;175404;2382
554327;300593;27;False;female;8;False;True;175891;771
554395;300627;51;True;male;5;True;True;175914;1925
555924;301431;81;False;male;7;True;True;176397;4338
555925;301431;77;False;female;7;True;False;176398;4404
557716;302445;69;False;male;7;True;True;176987;846
559327;303360;9;False;female;8;False;False;177526;11149
559328;303360;42;True;male;2;True;True;177527;8367
560310;303889;38;True;female;4;True;True;177830;15183
560311;303889;5;False;male;8;False;False;177831;16337
560312;303889;9;False;male;8;False;False;177832;3437
560313;303889;5;False;female;8;False;False;177833;3369
560314;303889;59;False;female;8;True;False;177834;3259
561209;304445;71;False;female;7;True;True;178127;1111
562109;304920;41;True;female;5;False;True;178399;2077
562478;305098;49;True;male;4;True;False;178506;13992
562479;305098;51;True;female;3;True;True;178507;2202
562480;305098;82;False;female;7;False;True;178508;1362
562481;305098;81;False;male;7;True;False;178509;4178
562599;305151;64;False;female;7;False;False;178547;477
562600;305151;21;True;female;5;False;True;178548;10909
566404;307261;63;False;female;7;True;True;179763;1920
566405;307261;21;True;male;5;True;False;179764;3469
566964;307542;71;True;male;2;True;False;179934;5887
566965;307542;62;True;female;4;True;False;179935;163
568205;308193;69;False;female;7;True;True;180325;1415
569228;308788;12;False;male;8;False;False;180648;6908
569229;308788;19;False;female;8;False;True;180649;2216
569230;308788;15;False;male;8;False;False;180650;4096
569231;308788;40;True;female;6;False;True;180651;563
569232;308788;21;True;male;5;False;False;180652;4725
569233;308788;1;False;male;8;False;False;180653;6994
569350;308874;77;False;male;7;True;False;180693;4098
569475;308955;70;False;male;7;True;True;180738;994
569954;309222;24;True;male;3;False;False;180882;8625
569955;309222;25;True;male;3;False;False;180883;1236
572181;310443;65;False;female;7;False;False;181589;1971
574435;311704;37;True;male;3;True;True;182303;2192
574436;311704;32;False;female;8;True;False;182304;3210
574437;311704;1;False;male;8;False;False;182305;3508
575657;312358;26;True;female;4;True;True;182694;11499
585357;317501;35;True;female;4;False;True;185797;1119
585696;317674;33;True;female;3;True;True;185893;1095
586593;318169;72;False;male;7;True;False;186196;505
586657;318209;22;True;female;5;True;True;186215;11386
590802;320492;28;True;female;3;False;True;187532;17803
590803;320492;34;True;male;4;True;True;187533;4212
601703;326414;53;True;female;4;True;False;190934;804
603078;327178;30;True;male;3;True;True;191357;1100
603716;327561;33;True;male;5;True;True;191562;1956
603717;327561;32;True;female;3;True;True;191563;1095
604489;327957;31;False;male;8;True;True;191799;670
604490;327957;69;False;male;7;True;True;191800;1937
608297;329992;55;True;female;5;True;False;193021;1263
608871;330310;27;False;male;8;True;False;193199;1864
610146;331038;25;True;female;3;False;True;193608;16837
611735;331963;69;False;male;7;True;True;194109;1337
612203;332216;20;False;male;8;False;True;194254;2228
612204;332216;55;True;female;4;True;True;194255;1401
612205;332216;26;True;male;3;True;True;194256;8540
612980;332638;82;False;male;7;True;False;194478;7773
612981;332638;78;False;female;7;True;False;194479;14547
613081;332693;67;False;female;7;False;True;194516;2461
613834;333106;21;False;male;8;False;True;194778;11496
613865;333117;27;True;female;3;True;True;194783;1143
613866;333117;26;True;male;4;True;False;194784;748
618873;335778;3;False;male;8;False;True;196393;1292
618874;335778;42;False;female;8;False;False;196394;3748
618875;335778;41;True;male;3;True;True;196395;649
620010;336410;65;False;male;7;False;False;196768;1027
620011;336410;60;False;female;8;True;True;196769;1991
622301;337661;29;True;female;5;False;True;197476;2899
622302;337661;24;False;male;8;True;True;197477;854
622800;337935;31;True;male;3;True;True;197626;653
623790;338510;70;False;female;7;True;False;197935;1260
623791;338510;69;False;male;7;True;False;197936;1515
625897;339598;23;False;male;8;False;True;198592;15076
635980;345084;24;False;male;8;True;True;201812;5475
635981;345084;57;False;female;8;True;True;201813;2453
639604;347062;29;True;female;4;False;False;202961;10862
643983;349411;38;True;male;3;True;True;204346;2443
645616;350293;65;False;male;8;False;False;204871;7959
645637;350302;65;True;female;3;True;True;204877;1323
648803;352029;60;False;female;7;True;True;205917;1563
