person_id;trip_index;preceding_activity_index;following_activity_index;departure_time;arrival_time;preceding_purpose;following_purpose;is_first;is_last
34756;0;0;1;60516.0;61716.0;home;leisure;True;False
34756;1;1;2;81216.0;82416.0;leisure;home;False;True
34757;0;0;1;31720.0;36220.0;home;work;True;False
34757;1;1;2;67720.0;72220.0;work;home;False;True
34796;0;0;1;33980.0;34280.0;home;shop;True;False
34796;1;1;2;35180.0;35480.0;shop;home;False;True
35210;0;0;1;29817.0;30237.0;home;education;True;False
35210;1;1;2;59517.0;60417.0;education;leisure;False;False
35210;2;2;3;64917.0;65517.0;leisure;home;False;True
35211;0;0;1;59411.0;59711.0;home;shop;True;False
35211;1;1;2;60911.0;61211.0;shop;home;False;True
35341;0;0;1;26105.0;27305.0;home;education;True;False
35341;1;1;2;58505.0;60005.0;education;home;False;True
37467;0;0;1;39091.0;39991.0;home;work;True;False
37467;1;1;2;70591.0;71491.0;work;home;False;True
37806;0;0;1;46531.0;47731.0;home;leisure;True;False
37806;1;1;2;54931.0;55531.0;leisure;leisure;False;False
37806;2;2;3;59131.0;60031.0;leisure;home;False;True
42648;0;0;1;27849.0;29049.0;home;work;True;False
42648;1;1;2;65649.0;68649.0;work;home;False;True
43020;0;0;1;28819.0;31219.0;home;education;True;False
43020;1;1;2;65119.0;66919.0;education;home;False;False
43020;2;2;3;70819.0;70939.0;home;shop;False;False
43020;3;3;4;70999.0;71119.0;shop;home;False;False
43020;4;4;5;71719.0;71839.0;home;shop;False;False
43020;5;5;6;71899.0;72019.0;shop;home;False;True
43021;0;0;1;20353.0;23053.0;home;work;True;False
43021;1;1;2;56353.0;59053.0;work;home;False;True
45803;0;0;1;34172.0;35972.0;home;work;True;False
45803;1;1;2;69272.0;71072.0;work;home;False;True
49981;0;0;1;34856.0;42956.0;home;leisure;True;False
49981;1;1;2;43016.0;43856.0;leisure;home;False;False
49981;2;2;3;60056.0;61256.0;home;leisure;False;False
49981;3;3;4;64856.0;67256.0;leisure;home;False;True
50059;0;0;1;55584.0;56484.0;home;shop;True;False
50059;1;1;2;59184.0;60084.0;shop;home;False;True
50500;0;0;1;30913.0;32713.0;home;education;True;False
50500;1;1;2;59713.0;61513.0;education;home;False;False
50500;2;2;3;72313.0;75013.0;home;leisure;False;True
50501;0;0;1;34986.0;35286.0;home;other;True;False
50501;1;1;2;41286.0;41886.0;other;home;False;False
50501;2;2;3;53886.0;56586.0;home;leisure;False;False
50501;3;3;4;64686.0;66486.0;leisure;shop;False;False
50501;4;4;5;71886.0;73686.0;shop;leisure;False;False
50501;5;5;6;84486.0;85686.0;leisure;home;False;True
50502;0;0;1;25484.0;30884.0;home;work;True;False
50502;1;1;2;65984.0;73184.0;work;home;False;True
50523;0;0;1;49612.0;50212.0;home;leisure;True;False
50523;1;1;2;55012.0;55912.0;leisure;home;False;True
53138;0;0;1;66129.0;66429.0;leisure;home;True;True
53139;0;0;1;25115.0;26315.0;home;work;True;False
53139;1;1;2;55715.0;56915.0;work;home;False;False
53139;2;2;3;60815.0;61115.0;home;other;False;False
53139;3;3;4;61415.0;62315.0;other;shop;False;False
53139;4;4;5;63515.0;64415.0;shop;home;False;True
53202;0;0;1;30030.0;31830.0;home;leisure;True;False
53202;1;1;2;48030.0;49230.0;leisure;shop;False;False
53202;2;2;3;52530.0;53130.0;shop;other;False;False
53202;3;3;4;57930.0;58830.0;other;home;False;True
53203;0;0;1;28616.0;31316.0;home;work;True;False
53203;1;1;2;64616.0;67316.0;work;home;False;False
53203;2;2;3;71816.0;73616.0;home;other;False;False
53203;3;3;4;75416.0;77216.0;other;home;False;True
54229;0;0;1;28334.0;30434.0;home;work;True;False
54229;1;1;2;53534.0;57134.0;work;home;False;True
55999;0;0;1;56938.0;58798.0;home;shop;True;False
55999;1;1;2;62458.0;63838.0;shop;shop;False;False
55999;2;2;3;65338.0;66538.0;shop;home;False;True
56000;0;0;1;30932.0;31412.0;home;other;True;False
56000;1;1;2;32132.0;32732.0;other;home;False;False
56000;2;2;3;52532.0;53432.0;home;shop;False;False
56000;3;3;4;57032.0;57932.0;shop;home;False;True
63540;0;0;1;27816.0;29616.0;home;work;True;False
63540;1;1;2;42216.0;43416.0;work;leisure;False;False
63540;2;2;3;47616.0;48816.0;leisure;work;False;False
63540;3;3;4;63816.0;65616.0;work;home;False;True
63541;0;0;1;28932.0;29832.0;home;leisure;True;False
63541;1;1;2;61332.0;62532.0;leisure;shop;False;False
63541;2;2;3;66732.0;67632.0;shop;home;False;True
63542;0;0;1;38640.0;39840.0;home;leisure;True;False
63542;1;1;2;40740.0;42240.0;leisure;other;False;False
63542;2;2;3;44940.0;45840.0;other;other;False;False
63542;3;3;4;47640.0;48240.0;other;leisure;False;False
63542;4;4;5;50040.0;51240.0;leisure;leisure;False;False
63542;5;5;6;53040.0;53940.0;leisure;leisure;False;False
63542;6;6;7;63840.0;64140.0;leisure;leisure;False;False
63542;7;7;8;65040.0;65640.0;leisure;other;False;False
63542;8;8;9;65940.0;66240.0;other;home;False;False
63542;9;9;10;70140.0;71640.0;home;leisure;False;False
63542;10;10;11;80040.0;81240.0;leisure;home;False;True
64779;0;0;1;34916.0;35216.0;home;other;True;False
64779;1;1;2;41216.0;41816.0;other;home;False;False
64779;2;2;3;53816.0;56516.0;home;leisure;False;False
64779;3;3;4;64616.0;66416.0;leisure;shop;False;False
64779;4;4;5;71816.0;73616.0;shop;leisure;False;False
64779;5;5;6;84416.0;85616.0;leisure;home;False;True
65120;0;0;1;40700.0;41000.0;home;shop;True;False
65120;1;1;2;41600.0;41900.0;shop;home;False;False
65120;2;2;3;50600.0;52400.0;home;other;False;False
65120;3;3;4;52460.0;53000.0;other;leisure;False;False
65120;4;4;5;62900.0;63800.0;leisure;leisure;False;False
65120;5;5;6;65900.0;67700.0;leisure;home;False;True
66375;0;0;1;41210.0;42110.0;home;shop;True;False
66375;1;1;2;44810.0;45710.0;shop;home;False;True
68287;0;0;1;29704.0;30904.0;home;education;True;False
68287;1;1;2;45904.0;47104.0;education;home;False;False
68287;2;2;3;53104.0;53404.0;home;leisure;False;False
68287;3;3;4;62104.0;62404.0;leisure;home;False;True
69976;0;0;1;29899.0;31999.0;home;work;True;False
69976;1;1;2;68299.0;69499.0;work;leisure;False;False
69976;2;2;3;76399.0;77599.0;leisure;home;False;True
69977;0;0;1;28646.0;29546.0;home;education;True;False
69977;1;1;2;44546.0;45446.0;education;home;False;True
69978;0;0;1;58487.0;62087.0;home;shop;True;False
69978;1;1;2;65687.0;69287.0;shop;home;False;True
71472;0;0;1;31279.0;31579.0;home;education;True;False
71472;1;1;2;60679.0;60979.0;education;home;False;True
71473;0;0;1;28357.0;28957.0;home;education;True;False
71473;1;1;2;40657.0;41257.0;education;home;False;False
71473;2;2;3;46057.0;46657.0;home;education;False;False
71473;3;3;4;57457.0;58057.0;education;home;False;True
71474;0;0;1;31440.0;35040.0;home;work;True;False
71474;1;1;2;62040.0;65640.0;work;other;False;False
71474;2;2;3;83640.0;85440.0;other;home;False;True
71475;0;0;1;32312.0;36212.0;home;work;True;False
71475;1;1;2;77312.0;79412.0;work;home;False;True
76581;0;0;1;33794.0;34154.0;home;other;True;False
76581;1;1;2;35894.0;36494.0;other;home;False;False
76581;2;2;3;40994.0;41594.0;home;leisure;False;False
76581;3;3;4;43094.0;43694.0;leisure;home;False;False
76581;4;4;5;62894.0;64394.0;home;leisure;False;True
81387;0;0;1;24689.0;29789.0;home;work;True;False
81387;1;1;2;60389.0;66089.0;work;home;False;True
81792;0;0;1;27045.0;28245.0;home;education;True;False
81792;1;1;2;59445.0;60945.0;education;home;False;True
81958;0;0;1;32806.0;32866.0;home;shop;True;False
81958;1;1;2;36526.0;38206.0;shop;home;False;True
84511;0;0;1;31609.0;33409.0;home;education;True;False
84511;1;1;2;60409.0;62209.0;education;home;False;False
84511;2;2;3;73009.0;75709.0;home;leisure;False;True
84513;0;0;1;59228.0;61928.0;home;work;True;False
84513;1;1;2;73628.0;76028.0;work;home;False;True
84514;0;0;1;25312.0;26212.0;home;leisure;True;False
84514;1;1;2;27112.0;28012.0;leisure;home;False;True
87068;0;0;1;34159.0;35359.0;home;work;True;False
87068;1;1;2;77359.0;79759.0;work;home;False;True
88339;0;0;1;26122.0;27922.0;home;work;True;False
88339;1;1;2;59422.0;61822.0;work;home;False;True
88593;0;0;1;28925.0;29225.0;home;leisure;True;False
88593;1;1;2;63725.0;64025.0;leisure;home;False;True
88594;0;0;1;39325.0;41665.0;home;work;True;False
88594;1;1;2;63325.0;65425.0;work;home;False;True
88595;0;0;1;27327.0;31827.0;home;work;True;False
88595;1;1;2;62427.0;66927.0;work;home;False;True
90859;0;0;1;30491.0;32291.0;home;work;True;False
90859;1;1;2;38291.0;39491.0;work;leisure;False;False
90859;2;2;3;46391.0;48791.0;leisure;work;False;False
90859;3;3;4;57791.0;59591.0;work;leisure;False;False
90859;4;4;5;73691.0;74891.0;leisure;home;False;True
90860;0;0;1;28175.0;28775.0;home;other;True;False
90860;1;1;2;28835.0;31775.0;other;work;False;False
90860;2;2;3;67775.0;71375.0;work;home;False;True
92821;0;0;1;28914.0;29514.0;home;other;True;False
92821;1;1;2;29634.0;30414.0;other;work;False;False
92821;2;2;3;63714.0;64314.0;work;home;False;True
96676;0;0;1;20985.0;22785.0;home;work;True;False
96676;1;1;2;46185.0;47985.0;work;home;False;True
96677;0;0;1;29294.0;31094.0;home;work;True;False
96677;1;1;2;74294.0;76094.0;work;home;False;True
98550;0;0;1;36308.0;38108.0;home;home;True;False
98550;1;1;2;39908.0;41708.0;home;home;False;True
98551;0;0;1;43993.0;44593.0;home;shop;True;False
98551;1;1;2;47593.0;47653.0;shop;home;False;True
99285;0;0;1;31252.0;34852.0;home;work;True;False
99285;1;1;2;61852.0;65452.0;work;other;False;False
99285;2;2;3;83452.0;85252.0;other;home;False;True
99747;0;0;1;23884.0;26584.0;home;other;True;False
99747;1;1;2;31084.0;35884.0;other;home;False;False
99747;2;2;3;59884.0;61684.0;home;other;False;False
99747;3;3;4;62284.0;67084.0;other;home;False;True
99748;0;0;1;34163.0;35543.0;home;work;True;False
99748;1;1;2;64343.0;66443.0;work;home;False;True
99749;0;0;1;25691.0;28391.0;home;education;True;False
99749;1;1;2;61691.0;64391.0;education;home;False;True
99750;0;0;1;51472.0;52972.0;home;leisure;True;False
99750;1;1;2;60472.0;62272.0;leisure;home;False;True
100111;0;0;1;30594.0;31794.0;home;shop;True;False
100111;1;1;2;38994.0;40494.0;shop;home;False;False
100111;2;2;3;71994.0;74694.0;home;other;False;False
100111;3;3;4;76194.0;78294.0;other;home;False;True
103804;0;0;1;56897.0;57497.0;home;shop;True;False
103804;1;1;2;58097.0;58697.0;shop;home;False;False
103804;2;2;3;64997.0;66197.0;home;work;False;True
111669;0;0;1;58443.0;60243.0;home;leisure;True;False
111669;1;1;2;67443.0;69243.0;leisure;home;False;True
111670;0;0;1;26915.0;31415.0;home;work;True;False
111670;1;1;2;55415.0;60215.0;work;other;False;False
111670;2;2;3;64415.0;65315.0;other;leisure;False;False
111670;3;3;4;69215.0;69515.0;leisure;home;False;True
112148;0;0;1;40959.0;43659.0;home;leisure;True;False
112148;1;1;2;53559.0;57159.0;leisure;leisure;False;False
112148;2;2;3;58059.0;60759.0;leisure;home;False;True
112149;0;0;1;38075.0;38975.0;home;shop;True;False
112149;1;1;2;44375.0;45575.0;shop;home;False;True
114481;0;0;1;48842.0;50522.0;home;other;True;False
114481;1;1;2;55922.0;57722.0;other;home;False;True
118375;0;0;1;37062.0;37362.0;home;education;True;False
118375;1;1;2;44862.0;45162.0;education;home;False;True
118376;0;0;1;31946.0;33146.0;home;education;True;False
118376;1;1;2;62546.0;64046.0;education;home;False;True
118377;0;0;1;30062.0;30242.0;home;leisure;True;False
118377;1;1;2;30482.0;33062.0;leisure;work;False;False
118377;2;2;3;66962.0;69662.0;work;home;False;True
118378;0;0;1;26365.0;29545.0;home;work;True;False
118378;1;1;2;61465.0;64645.0;work;home;False;True
121243;0;0;1;27530.0;33110.0;home;work;True;False
121243;1;1;2;65210.0;69230.0;work;shop;False;False
121243;2;2;3;70610.0;71510.0;shop;home;False;True
121244;0;0;1;33841.0;36121.0;home;other;True;False
121244;1;1;2;37021.0;47641.0;other;work;False;False
121244;2;2;3;50641.0;61741.0;work;home;False;True
122096;0;0;1;25072.0;26572.0;home;work;True;False
122096;1;1;2;58972.0;60172.0;work;home;False;False
122096;2;2;3;60472.0;60652.0;home;shop;False;False
122096;3;3;4;60772.0;60952.0;shop;home;False;False
122096;4;4;5;72172.0;72472.0;home;leisure;False;False
122096;5;5;6;80272.0;80572.0;leisure;home;False;True
122097;0;0;1;34629.0;36729.0;home;work;True;False
122097;1;1;2;49029.0;51729.0;work;work;False;False
122097;2;2;3;52629.0;58029.0;work;work;False;False
122097;3;3;4;60729.0;62529.0;work;home;False;False
122097;4;4;5;68829.0;70629.0;home;leisure;False;False
122097;5;5;6;71529.0;72129.0;leisure;work;False;False
122097;6;6;7;83229.0;83829.0;work;work;False;False
122097;7;7;8;84729.0;86529.0;work;home;False;True
122098;0;0;1;29286.0;29586.0;home;education;True;False
122098;1;1;2;56886.0;57786.0;education;leisure;False;False
122098;2;2;3;75786.0;76686.0;leisure;home;False;True
122099;0;0;1;25829.0;27629.0;home;education;True;False
122099;1;1;2;59129.0;60929.0;education;home;False;False
122099;2;2;3;62729.0;63329.0;home;leisure;False;False
122099;3;3;4;67229.0;67829.0;leisure;home;False;True
126739;0;0;1;50384.0;53984.0;home;shop;True;False
126739;1;1;2;66584.0;68384.0;shop;leisure;False;False
126739;2;2;3;71084.0;72884.0;leisure;leisure;False;False
126739;3;3;4;82784.0;86384.0;leisure;home;False;True
126740;0;0;1;31538.0;35138.0;home;work;True;False
126740;1;1;2;71138.0;74738.0;work;home;False;True
127101;0;0;1;28574.0;32174.0;home;work;True;False
127101;1;1;2;60074.0;62774.0;work;home;False;True
127569;0;0;1;40493.0;41993.0;home;shop;True;False
127569;1;1;2;44093.0;46493.0;shop;home;False;True
128962;0;0;1;32839.0;33739.0;home;education;True;False
128962;1;1;2;65239.0;67039.0;education;home;False;True
128964;0;0;1;29936.0;33236.0;home;work;True;False
128964;1;1;2;71336.0;74336.0;work;home;False;True
128965;0;0;1;28898.0;29198.0;home;education;True;False
128965;1;1;2;58598.0;58898.0;education;home;False;False
128965;2;2;3;59498.0;60098.0;home;leisure;False;False
128965;3;3;4;63998.0;64598.0;leisure;home;False;True
128966;0;0;1;30648.0;31848.0;home;education;True;False
128966;1;1;2;42348.0;45048.0;education;home;False;False
128966;2;2;3;48648.0;49848.0;home;education;False;False
128966;3;3;4;61848.0;63048.0;education;home;False;False
128966;4;4;5;67248.0;67548.0;home;leisure;False;False
128966;5;5;6;70848.0;71148.0;leisure;home;False;True
130728;0;0;1;33407.0;35207.0;home;work;True;False
130728;1;1;2;49607.0;50207.0;work;leisure;False;False
130728;2;2;3;52607.0;53207.0;leisure;work;False;False
130728;3;3;4;69407.0;71507.0;work;home;False;True
130785;0;0;1;43016.0;44216.0;home;leisure;True;False
130785;1;1;2;48416.0;51416.0;leisure;home;False;False
130785;2;2;3;59216.0;60116.0;home;other;False;False
130785;3;3;4;64616.0;65516.0;other;home;False;True
131563;0;0;1;29527.0;33127.0;home;work;True;False
131563;1;1;2;67327.0;70927.0;work;home;False;True
136044;0;0;1;23036.0;23636.0;home;work;True;False
136044;1;1;2;69536.0;70436.0;work;home;False;True
136816;0;0;1;43969.0;46669.0;home;work;True;False
136816;1;1;2;75169.0;78169.0;work;home;False;True
137484;0;0;1;55109.0;55709.0;home;shop;True;False
137484;1;1;2;57209.0;57809.0;shop;home;False;True
138960;0;0;1;34659.0;36459.0;home;other;True;False
138960;1;1;2;70659.0;72459.0;other;home;False;True
140303;0;0;1;42125.0;43625.0;home;work;True;False
140303;1;1;2;84425.0;86525.0;work;home;False;True
140850;0;0;1;29384.0;29624.0;home;leisure;True;False
140850;1;1;2;53024.0;53264.0;leisure;home;False;True
142316;0;0;1;56432.0;60032.0;home;shop;True;False
142316;1;1;2;63632.0;67232.0;shop;home;False;False
142316;2;2;3;72632.0;73232.0;home;shop;False;False
142316;3;3;4;73412.0;74012.0;shop;home;False;True
142317;0;0;1;51094.0;51994.0;home;leisure;True;False
142317;1;1;2;65494.0;66394.0;leisure;home;False;True
145647;0;0;1;30934.0;31834.0;home;work;True;False
145647;1;1;2;47134.0;47734.0;work;leisure;False;False
145647;2;2;3;48034.0;48334.0;leisure;work;False;False
145647;3;3;4;62434.0;63334.0;work;home;False;True
146726;0;0;1;29003.0;29183.0;home;work;True;False
146726;1;1;2;30803.0;32303.0;work;leisure;False;False
146726;2;2;3;32423.0;32603.0;leisure;work;False;False
146726;3;3;4;43403.0;44003.0;work;shop;False;False
146726;4;4;5;45203.0;45803.0;shop;home;False;False
146726;5;5;6;47003.0;48203.0;home;leisure;False;False
146726;6;6;7;62303.0;65003.0;leisure;home;False;True
146727;0;0;1;26169.0;27969.0;home;education;True;False
146727;1;1;2;63369.0;65169.0;education;home;False;True
148175;0;0;1;53857.0;55057.0;home;shop;True;False
148175;1;1;2;65257.0;69757.0;shop;home;False;True
148176;0;0;1;30214.0;30514.0;home;other;True;False
148176;1;1;2;30814.0;32914.0;other;work;False;False
148176;2;2;3;42814.0;43114.0;work;shop;False;False
148176;3;3;4;43414.0;43714.0;shop;work;False;False
148176;4;4;5;64414.0;66214.0;work;other;False;False
148176;5;5;6;66514.0;66814.0;other;home;False;True
148924;0;0;1;29488.0;31288.0;home;work;True;False
148924;1;1;2;58288.0;60088.0;work;home;False;True
154125;0;0;1;29617.0;32617.0;home;work;True;False
154125;1;1;2;71017.0;74017.0;work;home;False;True
155520;0;0;1;31209.0;32409.0;home;leisure;True;False
155520;1;1;2;32709.0;33309.0;leisure;work;False;False
155520;2;2;3;44709.0;45609.0;work;home;False;False
155520;3;3;4;50409.0;51009.0;home;work;False;False
155520;4;4;5;68409.0;69009.0;work;home;False;False
155520;5;5;6;69909.0;70809.0;home;leisure;False;False
155520;6;6;7;75609.0;76209.0;leisure;home;False;False
155520;7;7;8;77109.0;78009.0;home;leisure;False;False
155520;8;8;9;78009.0;78909.0;leisure;home;False;True
158037;0;0;1;30030.0;32730.0;home;work;True;False
158037;1;1;2;66030.0;68430.0;work;home;False;True
160289;0;0;1;21164.0;22964.0;home;work;True;False
160289;1;1;2;46364.0;48164.0;work;home;False;True
163837;0;0;1;29236.0;29536.0;home;education;True;False
163837;1;1;2;61336.0;61636.0;education;home;False;False
163837;2;2;3;63136.0;64336.0;home;leisure;False;False
163837;3;3;4;72136.0;76336.0;leisure;home;False;True
163838;0;0;1;31552.0;32752.0;home;education;True;False
163838;1;1;2;38152.0;41752.0;education;leisure;False;False
163838;2;2;3;45952.0;48952.0;leisure;home;False;False
163838;3;3;4;52552.0;53452.0;home;shop;False;False
163838;4;4;5;63352.0;65152.0;shop;home;False;True
163839;0;0;1;27809.0;28409.0;home;education;True;False
163839;1;1;2;40109.0;40709.0;education;home;False;False
163839;2;2;3;45509.0;46109.0;home;education;False;False
163839;3;3;4;56909.0;57509.0;education;home;False;True
163840;0;0;1;43964.0;44264.0;home;shop;True;False
163840;1;1;2;45464.0;45764.0;shop;shop;False;False
163840;2;2;3;46664.0;46964.0;shop;home;False;False
163840;3;3;4;50264.0;52064.0;home;work;False;False
163840;4;4;5;70064.0;71864.0;work;home;False;True
167395;0;0;1;51473.0;53273.0;home;other;True;False
167395;1;1;2;62273.0;64073.0;other;home;False;False
167395;2;2;3;73973.0;74873.0;home;leisure;False;False
167395;3;3;4;83873.0;85673.0;leisure;home;False;True
170663;0;0;1;26124.0;27924.0;home;work;True;False
170663;1;1;2;59424.0;61824.0;work;home;False;True
175106;0;0;1;59205.0;59505.0;home;other;True;False
175106;1;1;2;59565.0;61305.0;other;work;False;False
175106;2;2;3;64605.0;65505.0;work;leisure;False;False
175106;3;3;4;66405.0;67905.0;leisure;shop;False;False
175106;4;4;5;69705.0;70005.0;shop;leisure;False;False
175106;5;5;6;84405.0;84705.0;leisure;home;False;True
175107;0;0;1;29660.0;32360.0;home;work;True;False
175107;1;1;2;68960.0;71660.0;work;home;False;True
175984;0;0;1;32078.0;32978.0;home;other;True;False
175984;1;1;2;33878.0;34478.0;other;home;False;False
175984;2;2;3;59078.0;60878.0;home;other;False;False
175984;3;3;4;60938.0;62678.0;other;home;False;True
178573;0;0;1;40149.0;40749.0;home;leisure;True;False
178573;1;1;2;55449.0;56049.0;leisure;home;False;True
178574;0;0;1;52519.0;54319.0;home;leisure;True;False
178574;1;1;2;68719.0;70519.0;leisure;home;False;True
181057;0;0;1;57614.0;58214.0;home;shop;True;False
181057;1;1;2;58514.0;58814.0;shop;shop;False;False
181057;2;2;3;59114.0;59414.0;shop;home;False;True
184934;0;0;1;28526.0;30326.0;home;work;True;False
184934;1;1;2;62726.0;65426.0;work;home;False;False
184934;2;2;3;67226.0;69926.0;home;leisure;False;False
184934;3;3;4;79826.0;80726.0;leisure;leisure;False;False
184934;4;4;5;85166.0;87026.0;leisure;home;False;True
186107;0;0;1;27226.0;31726.0;home;work;True;False
186107;1;1;2;43426.0;44926.0;work;home;False;False
186107;2;2;3;65026.0;65326.0;home;other;False;False
186107;3;3;4;68626.0;69226.0;other;shop;False;False
186107;4;4;5;69526.0;69826.0;shop;home;False;True
186108;0;0;1;32092.0;32992.0;home;other;True;False
186108;1;1;2;33292.0;35092.0;other;work;False;False
186108;2;2;3;68092.0;69892.0;work;shop;False;False
186108;3;3;4;70792.0;71092.0;shop;home;False;True
186109;0;0;1;28315.0;28735.0;home;education;True;False
186109;1;1;2;58615.0;60715.0;education;home;False;True
187396;0;0;1;53057.0;55757.0;home;shop;True;False
187396;1;1;2;65657.0;68057.0;shop;home;False;True
189526;0;0;1;33356.0;34556.0;home;work;True;False
189526;1;1;2;66656.0;68456.0;work;home;False;True
189527;0;0;1;29768.0;30368.0;home;education;True;False
189527;1;1;2;61568.0;62168.0;education;home;False;False
189527;2;2;3;64868.0;65168.0;home;leisure;False;False
189527;3;3;4;70868.0;71168.0;leisure;home;False;False
189527;4;4;5;72368.0;73268.0;home;leisure;False;False
189527;5;5;6;86708.0;91268.0;leisure;home;False;True
189528;0;0;1;37019.0;37919.0;home;leisure;True;False
189528;1;1;2;43319.0;44219.0;leisure;home;False;False
189528;2;2;3;53219.0;55019.0;home;leisure;False;False
189528;3;3;4;60419.0;62819.0;leisure;home;False;False
189528;4;4;5;69419.0;69719.0;home;other;False;False
189528;5;5;6;79319.0;79619.0;other;home;False;True
189529;0;0;1;36935.0;39935.0;home;education;True;False
189529;1;1;2;65135.0;69635.0;education;home;False;True
190680;0;0;1;31121.0;32021.0;home;other;True;False
190680;1;1;2;32141.0;32741.0;other;home;False;False
190680;2;2;3;33821.0;35021.0;home;work;False;False
190680;3;3;4;53621.0;54221.0;work;shop;False;False
190680;4;4;5;55421.0;56621.0;shop;home;False;False
190680;5;5;6;59621.0;60221.0;home;other;False;False
190680;6;6;7;61421.0;62321.0;other;home;False;False
190680;7;7;8;64421.0;65321.0;home;other;False;False
190680;8;8;9;66221.0;67421.0;other;home;False;True
190681;0;0;1;30503.0;31103.0;home;education;True;False
190681;1;1;2;45803.0;46403.0;education;home;False;False
