person_id;household_id;activity_index;iris_id;commune_id;departement_id;region_id;preceding_trip_index;following_trip_index;purpose;start_time;end_time;is_first;is_last
22609;12477;1;920600101;92060;92;11;0;1;work;30996.0;43596.0;False;False
22609;12477;2;920480107;92048;92;11;1;2;leisure;44796.0;48996.0;False;False
22609;12477;3;920600101;92060;92;11;2;3;work;50196.0;65196.0;False;False
22609;12477;4;751166409;75116;75;11;3;-1;home;66996.0;;False;True
23328;12874;0;751135202;75113;75;11;-1;0;home;;57109.0;True;False
23328;12874;1;940370108;94037;94;11;0;1;leisure;58909.0;67009.0;False;False
23328;12874;2;751135202;75113;75;11;1;2;home;70609.0;82309.0;False;False
23328;12874;3;920490114;92049;92;11;2;-1;leisure;83509.0;;False;True
23329;12874;0;751135202;75113;75;11;-1;0;home;;30110.0;True;False
23329;12874;1;920200102;92020;92;11;0;1;leisure;31790.0;37910.0;False;False
23329;12874;2;920200101;92020;92;11;1;2;shop;38210.0;39110.0;False;False
23329;12874;3;751135202;75113;75;11;2;3;home;40190.0;48110.0;False;False
23329;12874;4;920400203;92040;92;11;3;4;leisure;49790.0;55310.0;False;False
23329;12874;5;751135202;75113;75;11;4;-1;home;58010.0;;False;True
25154;13854;0;751114410;75111;75;11;-1;0;home;;58230.0;True;False
25154;13854;1;751124513;75112;75;11;0;1;shop;60030.0;65430.0;False;False
25154;13854;2;940670103;94067;94;11;1;2;leisure;67230.0;76230.0;False;False
25154;13854;3;751114410;75111;75;11;2;-1;home;77130.0;;False;True
25155;13854;0;751114410;75111;75;11;-1;0;home;;29676.0;True;False
25155;13854;1;751114401;75111;75;11;0;1;education;30276.0;41976.0;False;False
25155;13854;2;751114410;75111;75;11;1;2;home;42576.0;47376.0;False;False
25155;13854;3;751114401;75111;75;11;2;3;education;47976.0;58776.0;False;False
25155;13854;4;751114410;75111;75;11;3;-1;home;59376.0;;False;True
25156;13854;0;751114410;75111;75;11;-1;0;home;;27849.0;True;False
25156;13854;1;751208015;75120;75;11;0;1;other;28449.0;29049.0;False;False
25156;13854;2;751114302;75111;75;11;1;2;work;31449.0;63849.0;False;False
25156;13854;3;751114402;75111;75;11;2;3;other;66549.0;66849.0;False;False
25156;13854;4;751114410;75111;75;11;3;-1;home;67449.0;;False;True
25157;13854;0;751114410;75111;75;11;-1;0;home;;60202.0;True;False
25157;13854;1;751124809;75112;75;11;0;1;leisure;61102.0;61162.0;False;False
25157;13854;2;751114404;75111;75;11;1;2;shop;62002.0;63802.0;False;False
25157;13854;3;751114410;75111;75;11;2;-1;home;64702.0;;False;True
26947;14788;0;751145503;75114;75;11;-1;0;home;;20419.0;True;False
26947;14788;1;751145511;75114;75;11;0;1;work;21619.0;47419.0;False;False
26947;14788;2;751145503;75114;75;11;1;-1;home;49219.0;;False;True
26948;14788;0;751145503;75114;75;11;-1;0;home;;48133.0;True;False
26948;14788;1;751145507;75114;75;11;0;1;leisure;48733.0;55633.0;False;False
26948;14788;2;751145503;75114;75;11;1;2;home;56233.0;68833.0;False;False
26948;14788;3;940210101;94021;94;11;2;3;leisure;70933.0;85033.0;False;False
26948;14788;4;751145503;75114;75;11;3;-1;home;86833.0;;False;True
26949;14788;0;751145503;75114;75;11;-1;0;home;;25416.0;True;False
26949;14788;1;751051901;75105;75;11;0;1;education;26616.0;57816.0;False;False
26949;14788;2;751145503;75114;75;11;1;-1;home;59316.0;;False;True
28150;15438;0;751197514;75119;75;11;-1;0;home;;31261.0;True;False
28150;15438;1;751197604;75119;75;11;0;1;work;32461.0;45661.0;False;False
28150;15438;2;751114112;75111;75;11;1;2;leisure;46561.0;49261.0;False;False
28150;15438;3;751197604;75119;75;11;2;3;work;50161.0;65461.0;False;False
28150;15438;4;751197514;75119;75;11;3;-1;home;66661.0;;False;True
30397;16734;0;751155907;75115;75;11;-1;0;home;;29416.0;True;False
30397;16734;1;751155999;75115;75;11;0;1;other;30016.0;30076.0;False;False
30397;16734;2;751030901;75103;75;11;1;2;work;33016.0;69016.0;False;False
30397;16734;3;751155907;75115;75;11;2;-1;home;72616.0;;False;True
31593;17363;0;751155721;75115;75;11;-1;0;home;;22900.0;True;False
31593;17363;1;751145604;75114;75;11;0;1;leisure;23500.0;25300.0;False;False
31593;17363;2;751155721;75115;75;11;1;2;home;25900.0;36400.0;False;False
31593;17363;3;751145604;75114;75;11;2;3;leisure;37000.0;38800.0;False;False
31593;17363;4;751155721;75115;75;11;3;4;home;39400.0;58000.0;False;False
31593;17363;5;751145604;75114;75;11;4;5;leisure;58600.0;59200.0;False;False
31593;17363;6;751155721;75115;75;11;5;-1;home;59800.0;;False;True
34756;19048;0;751197304;75119;75;11;-1;0;home;;60516.0;True;False
34756;19048;1;751041303;75104;75;11;0;1;leisure;61716.0;81216.0;False;False
34756;19048;2;751197304;75119;75;11;1;-1;home;82416.0;;False;True
34757;19048;0;751197304;75119;75;11;-1;0;home;;31720.0;True;False
34757;19048;1;951270130;95127;95;11;0;1;work;36220.0;67720.0;False;False
34757;19048;2;751197304;75119;75;11;1;-1;home;72220.0;;False;True
34796;19075;0;751031202;75103;75;11;-1;0;home;;33980.0;True;False
34796;19075;1;751031202;75103;75;11;0;1;shop;34280.0;35180.0;False;False
34796;19075;2;751031202;75103;75;11;1;-1;home;35480.0;;False;True
35210;19297;0;751156006;75115;75;11;-1;0;home;;29817.0;True;False
35210;19297;1;751156004;75115;75;11;0;1;education;30237.0;59517.0;False;False
35210;19297;2;751156012;75115;75;11;1;2;leisure;60417.0;64917.0;False;False
35210;19297;3;751156006;75115;75;11;2;-1;home;65517.0;;False;True
35211;19297;0;751156006;75115;75;11;-1;0;home;;59411.0;True;False
35211;19297;1;751156007;75115;75;11;0;1;shop;59711.0;60911.0;False;False
35211;19297;2;751156006;75115;75;11;1;-1;home;61211.0;;False;True
35341;19377;0;751155711;75115;75;11;-1;0;home;;26105.0;True;False
35341;19377;1;751062306;75106;75;11;0;1;education;27305.0;58505.0;False;False
35341;19377;2;751155711;75115;75;11;1;-1;home;60005.0;;False;True
37467;20470;0;751103804;75110;75;11;-1;0;home;;39091.0;True;False
37467;20470;1;751072505;75107;75;11;0;1;work;39991.0;70591.0;False;False
37467;20470;2;751103804;75110;75;11;1;-1;home;71491.0;;False;True
37806;20623;0;751145607;75114;75;11;-1;0;home;;46531.0;True;False
37806;20623;1;751166120;75116;75;11;0;1;leisure;47731.0;54931.0;False;False
37806;20623;2;751156009;75115;75;11;1;2;leisure;55531.0;59131.0;False;False
37806;20623;3;751145607;75114;75;11;2;-1;home;60031.0;;False;True
42648;23208;0;751124577;75112;75;11;-1;0;home;;27849.0;True;False
42648;23208;1;751156012;75115;75;11;0;1;work;29049.0;65649.0;False;False
42648;23208;2;751124577;75112;75;11;1;-1;home;68649.0;;False;True
43020;23436;0;751197518;75119;75;11;-1;0;home;;28819.0;True;False
43020;23436;1;751135103;75113;75;11;0;1;education;31219.0;65119.0;False;False
43020;23436;2;751197518;75119;75;11;1;2;home;66919.0;70819.0;False;False
43020;23436;3;751197513;75119;75;11;2;3;shop;70939.0;70999.0;False;False
43020;23436;4;751197518;75119;75;11;3;4;home;71119.0;71719.0;False;False
43020;23436;5;751197517;75119;75;11;4;5;shop;71839.0;71899.0;False;False
43020;23436;6;751197518;75119;75;11;5;-1;home;72019.0;;False;True
43021;23436;0;751197518;75119;75;11;-1;0;home;;20353.0;True;False
43021;23436;1;751083004;75108;75;11;0;1;work;23053.0;56353.0;False;False
43021;23436;2;751197518;75119;75;11;1;-1;home;59053.0;;False;True
45803;24973;0;751135026;75113;75;11;-1;0;home;;34172.0;True;False
45803;24973;1;751155910;75115;75;11;0;1;work;35972.0;69272.0;False;False
45803;24973;2;751135026;75113;75;11;1;-1;home;71072.0;;False;True
49981;27274;0;751103806;75110;75;11;-1;0;home;;34856.0;True;False
49981;27274;1;751010401;75101;75;11;0;1;leisure;42956.0;43016.0;False;False
49981;27274;2;751103806;75110;75;11;1;2;home;43856.0;60056.0;False;False
49981;27274;3;751197316;75119;75;11;2;3;leisure;61256.0;64856.0;False;False
49981;27274;4;751103806;75110;75;11;3;-1;home;67256.0;;False;True
50059;27334;0;751187018;75118;75;11;-1;0;home;;55584.0;True;False
50059;27334;1;751187001;75118;75;11;0;1;shop;56484.0;59184.0;False;False
50059;27334;2;751187018;75118;75;11;1;-1;home;60084.0;;False;True
50500;27566;0;751186922;75118;75;11;-1;0;home;;30913.0;True;False
50500;27566;1;751155911;75115;75;11;0;1;education;32713.0;59713.0;False;False
50500;27566;2;751186922;75118;75;11;1;2;home;61513.0;72313.0;False;False
50500;27566;3;751166377;75116;75;11;2;-1;leisure;75013.0;;False;True
50501;27566;0;751186922;75118;75;11;-1;0;home;;34986.0;True;False
50501;27566;1;751186925;75118;75;11;0;1;other;35286.0;41286.0;False;False
50501;27566;2;751186922;75118;75;11;1;2;home;41886.0;53886.0;False;False
50501;27566;3;930011101;93001;93;11;2;3;leisure;56586.0;64686.0;False;False
50501;27566;4;751207712;75120;75;11;3;4;shop;66486.0;71886.0;False;False
50501;27566;5;930530115;93053;93;11;4;5;leisure;73686.0;84486.0;False;False
50501;27566;6;751186922;75118;75;11;5;-1;home;85686.0;;False;True
50502;27566;0;751186922;75118;75;11;-1;0;home;;25484.0;True;False
50502;27566;1;751197513;75119;75;11;0;1;work;30884.0;65984.0;False;False
50502;27566;2;751186922;75118;75;11;1;-1;home;73184.0;;False;True
50523;27578;0;751124802;75112;75;11;-1;0;home;;49612.0;True;False
50523;27578;1;930480101;93048;93;11;0;1;leisure;50212.0;55012.0;False;False
50523;27578;2;751124802;75112;75;11;1;-1;home;55912.0;;False;True
53138;29059;0;920490106;92049;92;11;-1;0;leisure;;66129.0;True;False
53138;29059;1;751155802;75115;75;11;0;-1;home;66429.0;;False;True
53139;29059;0;751155802;75115;75;11;-1;0;home;;25115.0;True;False
53139;29059;1;751176602;75117;75;11;0;1;work;26315.0;55715.0;False;False
53139;29059;2;751155802;75115;75;11;1;2;home;56915.0;60815.0;False;False
53139;29059;3;751145625;75114;75;11;2;3;other;61115.0;61415.0;False;False
53139;29059;4;920460104;92046;92;11;3;4;shop;62315.0;63515.0;False;False
53139;29059;5;751155802;75115;75;11;4;-1;home;64415.0;;False;True
53202;29092;0;751114101;75111;75;11;-1;0;home;;30030.0;True;False
53202;29092;1;751207714;75120;75;11;0;1;leisure;31830.0;48030.0;False;False
53202;29092;2;751207907;75120;75;11;1;2;shop;49230.0;52530.0;False;False
53202;29092;3;751207704;75120;75;11;2;3;other;53130.0;57930.0;False;False
53202;29092;4;751114101;75111;75;11;3;-1;home;58830.0;;False;True
53203;29092;0;751114101;75111;75;11;-1;0;home;;28616.0;True;False
53203;29092;1;915380000;91538;91;11;0;1;work;31316.0;64616.0;False;False
53203;29092;2;751114101;75111;75;11;1;2;home;67316.0;71816.0;False;False
53203;29092;3;911140102;91114;91;11;2;3;other;73616.0;75416.0;False;False
53203;29092;4;751114101;75111;75;11;3;-1;home;77216.0;;False;True
54229;29686;0;751208006;75120;75;11;-1;0;home;;28334.0;True;False
54229;29686;1;930661501;93066;93;11;0;1;work;30434.0;53534.0;False;False
54229;29686;2;751208006;75120;75;11;1;-1;home;57134.0;;False;True
55999;30709;0;751135007;75113;75;11;-1;0;home;;56938.0;True;False
55999;30709;1;930550301;93055;93;11;0;1;shop;58798.0;62458.0;False;False
55999;30709;2;940810306;94081;94;11;1;2;shop;63838.0;65338.0;False;False
55999;30709;3;751135007;75113;75;11;2;-1;home;66538.0;;False;True
56000;30709;0;751135007;75113;75;11;-1;0;home;;30932.0;True;False
56000;30709;1;751135028;75113;75;11;0;1;other;31412.0;32132.0;False;False
56000;30709;2;751135007;75113;75;11;1;2;home;32732.0;52532.0;False;False
56000;30709;3;751051705;75105;75;11;2;3;shop;53432.0;57032.0;False;False
56000;30709;4;751135007;75113;75;11;3;-1;home;57932.0;;False;True
63540;34741;0;751124506;75112;75;11;-1;0;home;;27816.0;True;False
63540;34741;1;920120601;92012;92;11;0;1;work;29616.0;42216.0;False;False
63540;34741;2;920460102;92046;92;11;1;2;leisure;43416.0;47616.0;False;False
63540;34741;3;920120601;92012;92;11;2;3;work;48816.0;63816.0;False;False
63540;34741;4;751124506;75112;75;11;3;-1;home;65616.0;;False;True
63541;34741;0;751124506;75112;75;11;-1;0;home;;28932.0;True;False
63541;34741;1;751052003;75105;75;11;0;1;leisure;29832.0;61332.0;False;False
63541;34741;2;751103701;75110;75;11;1;2;shop;62532.0;66732.0;False;False
63541;34741;3;751124506;75112;75;11;2;-1;home;67632.0;;False;True
63542;34741;0;751124506;75112;75;11;-1;0;home;;38640.0;True;False
63542;34741;1;930300103;93030;93;11;0;1;leisure;39840.0;40740.0;False;False
63542;34741;2;930550701;93055;93;11;1;2;other;42240.0;44940.0;False;False
63542;34741;3;955850101;95585;95;11;2;3;other;45840.0;47640.0;False;False
63542;34741;4;952680108;95268;95;11;3;4;leisure;48240.0;50040.0;False;False
63542;34741;5;950880000;95088;95;11;4;5;leisure;51240.0;53040.0;False;False
63542;34741;6;930550802;93055;93;11;5;6;leisure;53940.0;63840.0;False;False
63542;34741;7;751197514;75119;75;11;6;7;leisure;64140.0;65040.0;False;False
63542;34741;8;930550402;93055;93;11;7;8;other;65640.0;65940.0;False;False
63542;34741;9;751124506;75112;75;11;8;9;home;66240.0;70140.0;False;False
63542;34741;10;786860101;78686;78;11;9;10;leisure;71640.0;80040.0;False;False
63542;34741;11;751124506;75112;75;11;10;-1;home;81240.0;;False;True
64779;35392;0;751166301;75116;75;11;-1;0;home;;34916.0;True;False
64779;35392;1;751166302;75116;75;11;0;1;other;35216.0;41216.0;False;False
64779;35392;2;751166301;75116;75;11;1;2;home;41816.0;53816.0;False;False
64779;35392;3;751051705;75105;75;11;2;3;leisure;56516.0;64616.0;False;False
64779;35392;4;751156099;75115;75;11;3;4;shop;66416.0;71816.0;False;False
64779;35392;5;920260505;92026;92;11;4;5;leisure;73616.0;84416.0;False;False
64779;35392;6;751166301;75116;75;11;5;-1;home;85616.0;;False;True
65120;35575;0;751187006;75118;75;11;-1;0;home;;40700.0;True;False
65120;35575;1;751187009;75118;75;11;0;1;shop;41000.0;41600.0;False;False
65120;35575;2;751187006;75118;75;11;1;2;home;41900.0;50600.0;False;False
65120;35575;3;751083001;75108;75;11;2;3;other;52400.0;52460.0;False;False
65120;35575;4;920240203;92024;92;11;3;4;leisure;53000.0;62900.0;False;False
65120;35575;5;920240103;92024;92;11;4;5;leisure;63800.0;65900.0;False;False
65120;35575;6;751187006;75118;75;11;5;-1;home;67700.0;;False;True
66375;36290;0;751187204;75118;75;11;-1;0;home;;41210.0;True;False
66375;36290;1;751187110;75118;75;11;0;1;shop;42110.0;44810.0;False;False
66375;36290;2;751187204;75118;75;11;1;-1;home;45710.0;;False;True
68287;37369;0;751187110;75118;75;11;-1;0;home;;29704.0;True;False
68287;37369;1;751093304;75109;75;11;0;1;education;30904.0;45904.0;False;False
68287;37369;2;751187110;75118;75;11;1;2;home;47104.0;53104.0;False;False
68287;37369;3;751187204;75118;75;11;2;3;leisure;53404.0;62104.0;False;False
68287;37369;4;751187110;75118;75;11;3;-1;home;62404.0;;False;True
69976;38252;0;751186926;75118;75;11;-1;0;home;;29899.0;True;False
69976;38252;1;920360503;92036;92;11;0;1;work;31999.0;68299.0;False;False
69976;38252;2;920240304;92024;92;11;1;2;leisure;69499.0;76399.0;False;False
69976;38252;3;751186926;75118;75;11;2;-1;home;77599.0;;False;True
69977;38252;0;751186926;75118;75;11;-1;0;home;;28646.0;True;False
69977;38252;1;751187101;75118;75;11;0;1;education;29546.0;44546.0;False;False
69977;38252;2;751186926;75118;75;11;1;-1;home;45446.0;;False;True
69978;38252;0;751186926;75118;75;11;-1;0;home;;58487.0;True;False
69978;38252;1;782970104;78297;78;11;0;1;shop;62087.0;65687.0;False;False
69978;38252;2;751186926;75118;75;11;1;-1;home;69287.0;;False;True
71472;39022;0;751207714;75120;75;11;-1;0;home;;31279.0;True;False
71472;39022;1;751207712;75120;75;11;0;1;education;31579.0;60679.0;False;False
71472;39022;2;751207714;75120;75;11;1;-1;home;60979.0;;False;True
71473;39022;0;751207714;75120;75;11;-1;0;home;;28357.0;True;False
71473;39022;1;751207712;75120;75;11;0;1;education;28957.0;40657.0;False;False
71473;39022;2;751207714;75120;75;11;1;2;home;41257.0;46057.0;False;False
71473;39022;3;751207712;75120;75;11;2;3;education;46657.0;57457.0;False;False
71473;39022;4;751207714;75120;75;11;3;-1;home;58057.0;;False;True
71474;39022;0;751207714;75120;75;11;-1;0;home;;31440.0;True;False
71474;39022;1;920490110;92049;92;11;0;1;work;35040.0;62040.0;False;False
71474;39022;2;751010301;75101;75;11;1;2;other;65640.0;83640.0;False;False
71474;39022;3;751207714;75120;75;11;2;-1;home;85440.0;;False;True
71475;39022;0;751207714;75120;75;11;-1;0;home;;32312.0;True;False
71475;39022;1;940330109;94033;94;11;0;1;work;36212.0;77312.0;False;False
71475;39022;2;751207714;75120;75;11;1;-1;home;79412.0;;False;True
76581;41633;0;751072601;75107;75;11;-1;0;home;;33794.0;True;False
76581;41633;1;751072602;75107;75;11;0;1;other;34154.0;35894.0;False;False
76581;41633;2;751072601;75107;75;11;1;2;home;36494.0;40994.0;False;False
76581;41633;3;751072605;75107;75;11;2;3;leisure;41594.0;43094.0;False;False
76581;41633;4;751072601;75107;75;11;3;4;home;43694.0;62894.0;False;False
76581;41633;5;751145402;75114;75;11;4;-1;leisure;64394.0;;False;True
81387;44183;0;751145621;75114;75;11;-1;0;home;;24689.0;True;False
81387;44183;1;781170102;78117;78;11;0;1;work;29789.0;60389.0;False;False
81387;44183;2;751145621;75114;75;11;1;-1;home;66089.0;;False;True
81792;44406;0;751093307;75109;75;11;-1;0;home;;27045.0;True;False
81792;44406;1;751020801;75102;75;11;0;1;education;28245.0;59445.0;False;False
81792;44406;2;751093307;75109;75;11;1;-1;home;60945.0;;False;True
81958;44511;0;751145608;75114;75;11;-1;0;home;;32806.0;True;False
81958;44511;1;751145610;75114;75;11;0;1;shop;32866.0;36526.0;False;False
81958;44511;2;751145608;75114;75;11;1;-1;home;38206.0;;False;True
84511;45918;0;751208008;75120;75;11;-1;0;home;;31609.0;True;False
84511;45918;1;751062303;75106;75;11;0;1;education;33409.0;60409.0;False;False
84511;45918;2;751208008;75120;75;11;1;2;home;62209.0;73009.0;False;False
84511;45918;3;930610101;93061;93;11;2;-1;leisure;75709.0;;False;True
84513;45918;0;751208008;75120;75;11;-1;0;home;;59228.0;True;False
84513;45918;1;920240502;92024;92;11;0;1;work;61928.0;73628.0;False;False
84513;45918;2;751208008;75120;75;11;1;-1;home;76028.0;;False;True
84514;45918;0;751208008;75120;75;11;-1;0;home;;25312.0;True;False
84514;45918;1;930480101;93048;93;11;0;1;leisure;26212.0;27112.0;False;False
84514;45918;2;751208008;75120;75;11;1;-1;home;28012.0;;False;True
87068;47209;0;751135113;75113;75;11;-1;0;home;;34159.0;True;False
87068;47209;1;751103805;75110;75;11;0;1;work;35359.0;77359.0;False;False
87068;47209;2;751135113;75113;75;11;1;-1;home;79759.0;;False;True
88339;47865;0;751010203;75101;75;11;-1;0;home;;26122.0;True;False
88339;47865;1;920510305;92051;92;11;0;1;work;27922.0;59422.0;False;False
88339;47865;2;751010203;75101;75;11;1;-1;home;61822.0;;False;True
88593;47991;0;751197311;75119;75;11;-1;0;home;;28925.0;True;False
88593;47991;1;751197305;75119;75;11;0;1;leisure;29225.0;63725.0;False;False
88593;47991;2;751197311;75119;75;11;1;-1;home;64025.0;;False;True
88594;47991;0;751197311;75119;75;11;-1;0;home;;39325.0;True;False
88594;47991;1;930620102;93062;93;11;0;1;work;41665.0;63325.0;False;False
88594;47991;2;751197311;75119;75;11;1;-1;home;65425.0;;False;True
88595;47991;0;751197311;75119;75;11;-1;0;home;;27327.0;True;False
88595;47991;1;781170102;78117;78;11;0;1;work;31827.0;62427.0;False;False
88595;47991;2;751197311;75119;75;11;1;-1;home;66927.0;;False;True
90859;49169;0;751145621;75114;75;11;-1;0;home;;30491.0;True;False
90859;49169;1;920350101;92035;92;11;0;1;work;32291.0;38291.0;False;False
90859;49169;2;920350109;92035;92;11;1;2;leisure;39491.0;46391.0;False;False
90859;49169;3;920350101;92035;92;11;2;3;work;48791.0;57791.0;False;False
90859;49169;4;920200101;92020;92;11;3;4;leisure;59591.0;73691.0;False;False
90859;49169;5;751145621;75114;75;11;4;-1;home;74891.0;;False;True
90860;49169;0;751145621;75114;75;11;-1;0;home;;28175.0;True;False
90860;49169;1;751145514;75114;75;11;0;1;other;28775.0;28835.0;False;False
90860;49169;2;751104009;75110;75;11;1;2;work;31775.0;67775.0;False;False
90860;49169;3;751145621;75114;75;11;2;-1;home;71375.0;;False;True
92821;50218;0;751166102;75116;75;11;-1;0;home;;28914.0;True;False
92821;50218;1;751156001;75115;75;11;0;1;other;29514.0;29634.0;False;False
92821;50218;2;751166113;75116;75;11;1;2;work;30414.0;63714.0;False;False
92821;50218;3;751166102;75116;75;11;2;-1;home;64314.0;;False;True
96676;52265;0;751208018;75120;75;11;-1;0;home;;20985.0;True;False
96676;52265;1;751207801;75120;75;11;0;1;work;22785.0;46185.0;False;False
96676;52265;2;751208018;75120;75;11;1;-1;home;47985.0;;False;True
96677;52265;0;751208018;75120;75;11;-1;0;home;;29294.0;True;False
96677;52265;1;751145401;75114;75;11;0;1;work;31094.0;74294.0;False;False
96677;52265;2;751208018;75120;75;11;1;-1;home;76094.0;;False;True
98550;53274;0;751135125;75113;75;11;-1;0;home;;36308.0;True;False
98550;53274;1;751135125;75113;75;11;0;1;home;38108.0;39908.0;False;False
98550;53274;2;751135125;75113;75;11;1;-1;home;41708.0;;False;True
98551;53274;0;751135125;75113;75;11;-1;0;home;;43993.0;True;False
98551;53274;1;940410104;94041;94;11;0;1;shop;44593.0;47593.0;False;False
98551;53274;2;751135125;75113;75;11;1;-1;home;47653.0;;False;True
99285;53682;0;751176711;75117;75;11;-1;0;home;;31252.0;True;False
99285;53682;1;920120201;92012;92;11;0;1;work;34852.0;61852.0;False;False
99285;53682;2;751062302;75106;75;11;1;2;other;65452.0;83452.0;False;False
99285;53682;3;751176711;75117;75;11;2;-1;home;85252.0;;False;True
99747;53908;0;751207802;75120;75;11;-1;0;home;;23884.0;True;False
99747;53908;1;952290104;95229;95;11;0;1;other;26584.0;31084.0;False;False
99747;53908;2;751207802;75120;75;11;1;2;home;35884.0;59884.0;False;False
99747;53908;3;920090106;92009;92;11;2;3;other;61684.0;62284.0;False;False
99747;53908;4;751207802;75120;75;11;3;-1;home;67084.0;;False;True
99748;53908;0;751207802;75120;75;11;-1;0;home;;34163.0;True;False
99748;53908;1;955270000;95527;95;11;0;1;work;35543.0;64343.0;False;False
99748;53908;2;751207802;75120;75;11;1;-1;home;66443.0;;False;True
99749;53908;0;751207802;75120;75;11;-1;0;home;;25691.0;True;False
99749;53908;1;920260201;92026;92;11;0;1;education;28391.0;61691.0;False;False
99749;53908;2;751207802;75120;75;11;1;-1;home;64391.0;;False;True
99750;53908;0;751207802;75120;75;11;-1;0;home;;51472.0;True;False
99750;53908;1;916570106;91657;91;11;0;1;leisure;52972.0;60472.0;False;False
99750;53908;2;751207802;75120;75;11;1;-1;home;62272.0;;False;True
100111;54091;0;751197306;75119;75;11;-1;0;home;;30594.0;True;False
100111;54091;1;751197614;75119;75;11;0;1;shop;31794.0;38994.0;False;False
100111;54091;2;751197306;75119;75;11;1;2;home;40494.0;71994.0;False;False
100111;54091;3;930700109;93070;93;11;2;3;other;74694.0;76194.0;False;False
100111;54091;4;751197306;75119;75;11;3;-1;home;78294.0;;False;True
103804;56058;0;751135026;75113;75;11;-1;0;home;;56897.0;True;False
103804;56058;1;751135020;75113;75;11;0;1;shop;57497.0;58097.0;False;False
103804;56058;2;751135026;75113;75;11;1;2;home;58697.0;64997.0;False;False
103804;56058;3;920710108;92071;92;11;2;-1;work;66197.0;;False;True
111669;60267;0;751176513;75117;75;11;-1;0;home;;58443.0;True;False
111669;60267;1;751155916;75115;75;11;0;1;leisure;60243.0;67443.0;False;False
111669;60267;2;751176513;75117;75;11;1;-1;home;69243.0;;False;True
111670;60267;0;751176513;75117;75;11;-1;0;home;;26915.0;True;False
111670;60267;1;952180106;95218;95;11;0;1;work;31415.0;55415.0;False;False
111670;60267;2;920510408;92051;92;11;1;2;other;60215.0;64415.0;False;False
